No,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
118,3209 101 2022 012 021 1,3209,21/12/22,BANJIR,CIREBON,JAWA BARAT,Dokumentasi,Hujan dengan intensitas tinggi sehingga menyebabkan meluapnya Sungai Kali Lunyu Kalijaga dan Cikalong.,0,0,0,0,1551,0
119,7207 104 2022 012 021 1,7207,21/12/22,GELOMBANG PASANG / ABRASI,BUOL,SULAWESI TENGAH,Dokumentasi,"Telah terjadi gelombang pasang dengan ketinggian ± 1 - 1,30 m. yang menyebabkan abrasi pantai dan telah merusak pemukiman warga",0,0,0,0,0,0
120,3274 101 2022 012 021 1,3274,21/12/22,BANJIR,KOTA CIREBON,JAWA BARAT,Dokumentasi,Hujan dengan intensitas sedang-tinggi disertai angin kencang selama ±3 Jam di Kota Cirebon,0,0,0,0,80,0
121,3201 105 2022 012 021 1,3201,21/12/22,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Dikarenakan hujan deras dan angin kencang yang cukup lama sehingga mengakibatkan pohon tumbang dan menimpa atap rumah,0,0,0,1,0,0
122,3310 102 2022 012 021 1,3310,21/12/22,TANAH LONGSOR,KLATEN,JAWA TENGAH,Dokumentasi,Dipicu Tebing dengan ketinggian sekitar 100 Meter lebar 100 Meter longsor menimpa truk,2,0,0,0,0,0
123,3210 102 2022 012 021 1,3210,21/12/22,TANAH LONGSOR,MAJALENGKA,JAWA BARAT,Dokumentasi,Dipicu hujan yang menjadi salah satu faktor pendukung terjadinya bencana longsor,0,0,0,0,0,0
124,1213 101 2022 012 021 1,1213,21/12/22,BANJIR,LANGKAT,SUMATERA UTARA,Dokumentasi,Dipicu oleh intensitas curah hujan yang cukup tinggi disertai area pemukiman warga lebih rendah daripada sungai,0,0,0,0,2557,0
125,3579 105 2022 012 021 1,3579,21/12/22,PUTING BELIUNG,KOTA BATU,JAWA TIMUR,Dokumentasi,Angin Puting Beliung yang sudah sering terjadi di area Pasar sayur Stadion Brantas kali ini terjadi sekitar selama 5 menit mengakibatkan beberapa atap kios dari terpal tersingkap dan robek serta rangka atap yang terbuat dari bambu patah.,0,0,0,0,0,38
126,1114 101 2022 012 021 1,1114,21/12/22,BANJIR,ACEH TAMIANG,ACEH,Dokumentasi,Dipicu akibat intensitas curah hujan tinggi menyebabkan tanggul sungai jebol,0,0,0,0,143,0
127,1174 101 2022 012 020 1,1174,20/12/22,BANJIR,KOTA LHOKSEUMAWE,ACEH,Dokumentasi,dipicu Hujan selama bulan Desember dengan intensitas tinggi hingga sungai krung pase tidak sanggup menampung debet air yang besar sehingga meluap ke pemukiman penduduk terutama di Desa Blang Buloh Kec. Blang Mangat.,0,0,0,0,706,0
128,1111 101 2022 012 020 1,1111,20/12/22,BANJIR,ACEH UTARA,ACEH,Dokumentasi,"Dipicu oleh hujan dengan intensitas sedang hingga tinggi menyebabkan debit air sungai Krueng Keureuto, Krueng Peuto dan sungai Krueng pase mulai meninggi dan meluap",0,0,0,0,1866,0
129,3210 102 2022 012 020 1,3210,20/12/22,TANAH LONGSOR,MAJALENGKA,JAWA BARAT,Dokumentasi,Dipicu hujan dengan intensitas sedang-tinggi dengan kurun waktu yang lama dan mengakibatkan terjadinya longsor yang menutupi saluran irigasi sehingga air meluap,0,0,0,0,0,0
130,1105 101 2022 012 020 1,1105,20/12/22,BANJIR,ACEH TIMUR,ACEH,Dokumentasi,Dipicu curah hujan yang tinggi disertai meluapnya beberapa sungai sehingga menyebabkan terjadinya banjir dan tanah longsor,0,0,0,0,156,0
131,3318 101 2022 012 019 1,3318,19/12/22,BANJIR,PATI,JAWA TENGAH,Dokumentasi,Hujan yang terjadi selama 2 jam mengakibatkan pondasi jembatan tergerus aliran sungai maron dan mengakibatkan separuh badan jembatan berlubang dan tidak bisa dilalui kendaraan roda empat.,0,0,0,0,495,0
132,7108 101 2022 012 018 1,7108,18/12/22,BANJIR,KEPULAUAN SIAU TAGULANDANG BIARO,SULAWESI UTARA,Dokumentasi,hujan dengan intensitas tinggi dan berdurasi lama,1,0,0,0,60,0
133,3215 101 2022 012 018 1,3215,18/12/22,BANJIR,KARAWANG,JAWA BARAT,Dokumentasi,hujan sedang hingga lebat dengan durasi lama.,0,0,0,0,669,0
134,1101 101 2022 012 018 1,1101,18/12/22,BANJIR,SIMEULUE,ACEH,Dokumentasi,hujan dengan intensitas sedang hingga lebat yang mengguyur Kab. Simeulue,0,0,0,0,128,0
135,3209 105 2022 012 018 1,3209,18/12/22,PUTING BELIUNG,CIREBON,JAWA BARAT,Dokumentasi,Hujan Deras disertai angin kencang sehingga mengakibat beberapa rumah mengalami kerusakan,0,0,0,50,0,0
136,1274 101 2022 012 018 1,1274,18/12/22,BANJIR,KOTA TEBING TINGGI,SUMATERA UTARA,Dokumentasi,"Dipicu curah hujan tinggi dengan durasi cukup lama yang terjadi di hulu sungai padang yaitu di Kab. Serdang Bedagai sungai Pispis dan beberapa anak sungai, sehingga menyebabkan meluapnya air sungai Padang dan menggenangi pemukiman warga sejak hari Minggu, 18 Desember 2022, Pkl. 21:00 WIB hingga saat ini",0,0,0,0,1224,0
137,3204 102 2022 012 018 1,3204,18/12/22,TANAH LONGSOR,BANDUNG,JAWA BARAT,Dokumentasi,dipicu akibat hujan dengan intensitas lebat dan mengakibatkan tanah longsor,0,0,0,8,0,0
138,3210 102 2022 012 018 1,3210,18/12/22,TANAH LONGSOR,MAJALENGKA,JAWA BARAT,Dokumentasi,dipicu akibat hujan dengan intensitas sedang hingga lebat serta tanah yang labil sehingga menyebabkan longsor,0,0,0,0,0,0
139,1213 101 2022 012 018 1,1213,18/12/22,BANJIR,LANGKAT,SUMATERA UTARA,Dokumentasi,Dipicu hujan dengan intesitas tinggi,0,0,0,0,1903,0
140,3202 105 2022 012 017 1,3202,17/12/22,PUTING BELIUNG,SUKABUMI,JAWA BARAT,Dokumentasi,Curah Hujan Ekstrim,0,0,0,1,0,0
141,7471 105 2022 012 017 1,7471,17/12/22,PUTING BELIUNG,KOTA KENDARI,SULAWESI TENGGARA,Dokumentasi,hujan disertai angin kencang,0,0,0,0,0,0
142,3211 101 2022 012 017 1,3211,17/12/22,BANJIR,SUMEDANG,JAWA BARAT,Dokumentasi,"Dipicu hujan dengan intensitas tinggi pada hari Sabtu, 17 Desember 2022 dan berangsur lama sejak pkl. 14:00 WIB sehingga mengakibatkan air sungai meluap & struktur tanah menjadi labil",2,0,0,33,1703,0
143,1803 105 2022 012 017 1,1803,17/12/22,PUTING BELIUNG,LAMPUNG SELATAN,LAMPUNG,Dokumentasi,Pada hari  Sabtu tanggal 17 Desember 2022 pukul 15:30 WIB terjadi angin puting beliung disertai hujan sehingga menyebabkan gangguan terhadap kehidupan dan penghidupan masyarakat yang menyebabkan kerusakan dan kerugian akibat dampak bencana banjir.,1,0,0,122,0,0
144,6106 101 2022 012 017 1,6106,17/12/22,BANJIR,KETAPANG,KALIMANTAN BARAT,Dokumentasi,Hujan dengan intensitas tinggi sehingga sungai tidak mampu menampung debit air hujan sehingga terjadi banjir .,0,0,0,0,959,0
145,3505 102 2022 012 016 1,3505,16/12/22,TANAH LONGSOR,BLITAR,JAWA TIMUR,Dokumentasi,hujan dengan intensitas tinggi,0,0,0,0,0,0
146,3205 101 2022 012 016 1,3205,16/12/22,BANJIR,GARUT,JAWA BARAT,Dokumentasi,"Dipicu hujan deras di wilayah Cikajang sehingga mengakibatkan sungai anak Cikaray dan sungai Cigentur meluap pada hari Jumat, 16 Des 2022, Pkl. 13:00 WIB",0,0,0,0,32,0
147,1114 101 2022 012 016 1,1114,16/12/22,BANJIR,ACEH TAMIANG,ACEH,Dokumentasi,Akibat intensitas hujan sedang hingga lebat,0,0,0,0,100,0
148,3207 105 2022 012 016 1,3207,16/12/22,PUTING BELIUNG,CIAMIS,JAWA BARAT,Dokumentasi,dipicu akibat angin kencang yang terjadi di wilayah Kec. Rajadesa,0,0,0,7,0,0
149,3320 105 2022 012 016 1,3320,16/12/22,PUTING BELIUNG,JEPARA,JAWA TENGAH,Dokumentasi,Dipicu akibat hujan disertai angin kencang dari arah barat ke timur menyebabkan kerusakan rumah warga,0,0,1,62,0,2
150,3203 101 2022 012 016 1,3203,16/12/22,BANJIR,CIANJUR,JAWA BARAT,Dokumentasi,Dipicu intensitas hujan yang tinggi disertai struktur tanah yang labil,0,0,0,0,134,1
151,3207 101 2022 012 016 1,3207,16/12/22,BANJIR,CIAMIS,JAWA BARAT,Dokumentasi,Dipicu akibat hujan dengan intensitas lebat dan angin kencang,0,0,0,4,3,0
152,3202 105 2022 012 016 1,3202,16/12/22,PUTING BELIUNG,SUKABUMI,JAWA BARAT,Dokumentasi,dipicu akibat angin kencang yang terjadi dan menyebabkan beberapa rumah rusak,0,0,0,4,0,0
153,3171 101 2022 012 016 1,3171,16/12/22,BANJIR,KOTA JAKARTA SELATAN,DKI JAKARTA,Dokumentasi,Dipicu akibat hujan dengan intensitas lebat disertai angin kencang yang terjadi di wilayah Jakarta Selatan dan meluapnya kali Krukut dan menggenangi rumah warga,0,0,0,1,373,0
154,7602 101 2022 012 016 1,7602,16/12/22,BANJIR,POLEWALI MANDAR,SULAWESI BARAT,Dokumentasi,dipicu akibat hujan yang terjadi dengan intensitas lebat dan disertai angin kencang,0,0,0,41,0,1
155,1408 101 2022 012 016 1,1408,16/12/22,BANJIR,BENGKALIS,RIAU,Dokumentasi,curah hujan tinggi,0,0,0,0,26,0
156,3374 101 2022 012 016 1,3374,16/12/22,BANJIR,KOTA SEMARANG,JAWA TENGAH,Dokumentasi,Hujan Deras disertai angin menyebabkan tanggul samping lapangan golf di Ketileng Jebol dan melimpah ke beberapa area pemukiman di Perumahan Ketileng Indah yang menyebabkan beberapa rumah terdampak limpasan air tersebut.,0,0,0,0,18,0
157,7501 101 2022 012 016 1,7501,16/12/22,BANJIR,BOALEMO,GORONTALO,Dokumentasi,"Akibat curah hujan dengan intensitas tinggi, sedang/lebat  yang melanda Kabupaten Boalemo menyebabkan sungai meluap sampai ke pemukiman warga yang berada di bantaran sungai sampai pusat kota kabupaten Boalemo",0,0,0,0,2234,0
158,3201 105 2022 012 016 1,3201,16/12/22,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,hujan intensitas tinggi yang disertai angin kencang yang mengakibatkan beberapa unit rumah mengalami kerusakan,0,0,0,0,0,0
159,3301 102 2022 012 015 1,3301,15/12/22,TANAH LONGSOR,CILACAP,JAWA TENGAH,Dokumentasi,hujan dengan intensitas tinggi,0,0,0,0,0,0
160,3301 102 2022 012 015 1,3301,15/12/22,TANAH LONGSOR,CILACAP,JAWA TENGAH,Dokumentasi,dipicu akibat hujan dengan intensitas sedang hingga lebat sejak pukul 13.00 WIB sd 16.00 WIB dan pada pukul 16.00 WIB terjadi longsor dan mengakibatkan beberapa unit rumah mengalami kerusakan,0,0,0,5,0,0
161,1212 101 2022 012 015 1,1212,15/12/22,BANJIR,DELI SERDANG,SUMATERA UTARA,Dokumentasi,"Hujan deras dengan durasi yang lama pada hari Senin,Selasa dan Rabu tgl 12-14 Desember 2022 di Kabupaten Deli Serdang dan Intensitas  hujan yg cukup lama sehingga meluapnya air sungai ke pemukiman warga. di tambah Drainase yang kurang menampung debit air Tanggul jebol di Kecamatan Hamparan Perak dan sampai sekarang tanggul yang jebol belum bisa diperbaiki karena debit air masih tinggi",0,1,1,2,735,0
162,3308 102 2022 012 014 1,3308,14/12/22,TANAH LONGSOR,MAGELANG,JAWA TENGAH,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai kondisi tanah yang labil,0,0,0,1,0,0
163,1109 101 2022 012 014 1,1109,14/12/22,BANJIR,PIDIE,ACEH,Dokumentasi,Dipicu hujan dengan intensitas tinggi yang melanda wilayah Kabupaten Pidie mengakibatkan meluapnya air Sungai Krueng Palo,0,0,0,0,74,0
164,1101 101 2022 012 014 1,1101,14/12/22,BANJIR,SIMEULUE,ACEH,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi,0,0,0,0,377,0
165,1410 101 2022 012 014 1,1410,14/12/22,BANJIR,KEPULAUAN MERANTI,RIAU,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai air pasang ROB,0,0,0,0,639,0
166,3519 105 2022 012 014 1,3519,14/12/22,PUTING BELIUNG,MADIUN,JAWA TIMUR,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai angin kencang,0,0,1,5,0,0
167,3510 105 2022 012 014 1,3510,14/12/22,PUTING BELIUNG,BANYUWANGI,JAWA TIMUR,Dokumentasi,hujan lebat disertai angin kencang,0,0,0,0,0,0
168,1108 101 2022 012 014 1,1108,14/12/22,BANJIR,ACEH BESAR,ACEH,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi dan tersumbatnya drainase,0,0,0,0,33,0
169,2103 101 2022 012 014 1,2103,14/12/22,BANJIR,NATUNA,KEPULAUAN RIAU,Dokumentasi,dipicu akibat hujan dengan intensitas lebat di Kep. Natuna,0,0,0,1,998,0
170,3307 102 2022 012 014 1,3307,14/12/22,TANAH LONGSOR,WONOSOBO,JAWA TENGAH,Dokumentasi,Hujan yang terjadi selama -+ 6 jam mengakibatkan tebing setinggi 7 meter lebar 5 meter ketebalan 1 meter longsor menutup akses jalan desa.,0,0,0,0,0,0
171,7318 102 2022 012 013 1,7318,13/12/22,TANAH LONGSOR,TANA TORAJA,SULAWESI SELATAN,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai kondisi tanah yang labil,0,0,2,6,0,0
172,3314 101 2022 012 013 1,3314,13/12/22,BANJIR,SRAGEN,JAWA TENGAH,Dokumentasi,"Dipicu curah hujan dengan intensitas tinggi dan meluapnya aliran sungai Mungkung, Natan dan Garuda",0,0,0,0,403,0
173,1306 105 2022 012 013 1,1306,13/12/22,PUTING BELIUNG,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,Dipicu hujan dengan intensitas tinggi disertai angin kencang,0,0,0,0,0,0
174,3314 105 2022 012 013 1,3314,13/12/22,PUTING BELIUNG,SRAGEN,JAWA TENGAH,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai angin kencang,0,0,0,19,0,0
175,3511 105 2022 012 013 1,3511,13/12/22,PUTING BELIUNG,BONDOWOSO,JAWA TIMUR,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai angin kencang,0,0,0,128,0,1
176,5207 101 2022 012 013 1,5207,13/12/22,BANJIR,SUMBAWA BARAT,NUSA TENGGARA BARAT,Dokumentasi,Dipicu hujan dengan intensitas tinggi,0,0,0,3,0,0
177,3215 101 2022 012 013 1,3215,13/12/22,BANJIR,KARAWANG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,27,0
178,3314 102 2022 012 013 1,3314,13/12/22,TANAH LONGSOR,SRAGEN,JAWA TENGAH,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai kondisi tanah yang labil,0,0,0,0,0,0
179,5107 108 2022 012 013 1,5107,13/12/22,GEMPA BUMI,KARANGASEM,BALI,Dokumentasi,Belum Diketahui,0,0,8,177,0,46
180,3310 105 2022 012 013 1,3310,13/12/22,PUTING BELIUNG,KLATEN,JAWA TENGAH,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai angin kencang,0,0,1,3,0,0
181,1105 102 2022 012 013 1,1105,13/12/22,TANAH LONGSOR,ACEH TIMUR,ACEH,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai kondisi tanah yang labil,0,0,0,1,0,0
182,1301 101 2022 012 013 1,1301,13/12/22,BANJIR,KEPULAUAN MENTAWAI,SUMATERA BARAT,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai drainase yang sempit mengakibatkan air meluap,0,0,0,0,223,0
183,3505 105 2022 012 013 1,3505,13/12/22,PUTING BELIUNG,BLITAR,JAWA TIMUR,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai angin kencang,0,0,1,13,0,0
184,7315 101 2022 012 013 1,7315,13/12/22,BANJIR,PINRANG,SULAWESI SELATAN,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai kondisi tanah yang labil,0,0,0,0,55,0
185,6110 101 2022 012 012 1,6110,12/12/22,BANJIR,MELAWI,KALIMANTAN BARAT,Dokumentasi,Dipicu terjadi hujan deras dan lama yang  mengakibatkan Sungai Bakah meluap hingga merendami perumahan penduduk di sepanjang sungai Bakah tersebut,0,0,0,0,170,0
186,3202 101 2022 012 012 1,3202,12/12/22,BANJIR,SUKABUMI,JAWA BARAT,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi,0,0,0,0,60,0
187,3371 101 2022 012 012 1,3371,12/12/22,BANJIR,KOTA MAGELANG,JAWA TENGAH,Dokumentasi,Dipicu hujan dengan intensitas tinggi mengakibatkan drainase tidak mampu menampung debit air,0,0,0,0,5,0
188,3315 105 2022 012 012 1,3315,12/12/22,PUTING BELIUNG,GROBOGAN,JAWA TENGAH,Dokumentasi,Dipicu hujan dengan intensitas tinggi disertai angin kencang,0,0,0,10,0,0
189,3216 105 2022 012 012 1,3216,12/12/22,PUTING BELIUNG,BEKASI,JAWA BARAT,Dokumentasi,Dipicu hujan dengan intensitas tinggi disertai angin kencang,0,0,3,1,0,0
190,1403 102 2022 012 012 1,1403,12/12/22,TANAH LONGSOR,INDRAGIRI HILIR,RIAU,Dokumentasi,Dipicu struktur tanah yang labil sehingga terjadi longsor,0,0,0,10,0,0
191,5207 105 2022 012 011 1,5207,11/12/22,PUTING BELIUNG,SUMBAWA BARAT,NUSA TENGGARA BARAT,Dokumentasi,Dipicu hujan disertai angin kencang,0,0,0,0,0,0
192,1403 101 2022 012 011 1,1403,11/12/22,BANJIR,INDRAGIRI HILIR,RIAU,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi dan limpahan air dari Sungai Sekuyam,0,0,0,11,0,0
193,5207 101 2022 012 011 1,5207,11/12/22,BANJIR,SUMBAWA BARAT,NUSA TENGGARA BARAT,Dokumentasi,Dipicu hujan disertai angin kencang,0,0,0,0,24,0
194,1709 105 2022 012 011 1,1709,11/12/22,PUTING BELIUNG,BENGKULU TENGAH,BENGKULU,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai angin kencang,0,0,0,1,0,0
195,3201 105 2022 012 010 1,3201,10/12/22,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Dikarenakan hujan deras disertai angin kencang yang mengakibatkan beberapa rumah mengalami kerusakan,0,0,0,7,0,0
196,7311 101 2022 012 010 1,7311,10/12/22,BANJIR,BONE,SULAWESI SELATAN,Dokumentasi,Dipicu curah hujan yang tinggi dan mengakibatkan naiknya arus sungai,0,0,0,0,0,3
197,7309 105 2022 012 010 1,7309,10/12/22,PUTING BELIUNG,PANGKAJENE KEPULAUAN,SULAWESI SELATAN,Dokumentasi,Dipiciu Hujan Dgn Intensitas Tinggi Disertai Angin Kencang Mengakibatkan 1(Satu) Unit Rumah Warga Rusak Sedang (RS),0,0,0,1,0,0
198,6571 102 2022 012 010 1,6571,10/12/22,TANAH LONGSOR,KOTA TARAKAN,KALIMANTAN UTARA,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai kondisi tanah yang labil,0,0,0,6,0,0
199,3214 102 2022 012 09 1,3214,09/12/22,TANAH LONGSOR,PURWAKARTA,JAWA BARAT,Dokumentasi,Dipicu hujan deras dengan intensitas sedang - lebat,1,0,0,1,0,0
200,3208 102 2022 012 08 1,3208,08/12/22,TANAH LONGSOR,KUNINGAN,JAWA BARAT,Dokumentasi,Dipicu hujan deras dengan intensitas sedang - lebat,0,0,0,14,0,0
201,3202 108 2022 012 08 1,3202,08/12/22,GEMPA BUMI,SUKABUMI,JAWA BARAT,Dokumentasi,Kekuatan        : 5.8 SR Tanggal         : 08-Dec-2022 Waktu Gempa     : 07:50:57 WIB Lintang         : 7.11 LS Bujur           : 106.99 BT Kedalaman       : 104 KM,0,0,0,42,0,2
202,3204 101 2022 012 08 1,3204,08/12/22,BANJIR,BANDUNG,JAWA BARAT,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi dan durasi Hujan cukup lama,0,0,0,1,5,0
203,3201 105 2022 012 08 1,3201,08/12/22,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,"Dipicu hujan deras disertai angin kencang mengakibatkan rumah roboh di bagian atap dan tembok di lantai 2, dan menimpa atap kontrakan milik bapak imade.",0,0,0,2,0,0
204,1274 101 2022 012 08 1,1274,08/12/22,BANJIR,KOTA TEBING TINGGI,SUMATERA UTARA,Dokumentasi,Dipicu curah hujan yg tinggi d kota Tebing Tinggi dengan durasi yang lama,0,0,0,0,310,0
205,3201 108 2022 012 08 1,3201,08/12/22,GEMPA BUMI,BOGOR,JAWA BARAT,Dokumentasi,Kekuatan        : 5.8 SR Tanggal         : 08-Dec-2022 Waktu Gempa     : 07:50:57 WIB Lintang         : 7.11 LS Bujur           : 106.99 BT Kedalaman       : 104 KM,0,0,0,0,0,0
206,6201 101 2022 012 08 1,6201,08/12/22,BANJIR,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,Dokumentasi,Dipicu hujan yang tinggi dan pasang surutnya air laut serta luapan DAS Lamandau dan sungai bengaris .,0,0,0,0,5,0
207,1218 101 2022 012 08 1,1218,08/12/22,BANJIR,SERDANG BEDAGAI,SUMATERA UTARA,Dokumentasi,Dipicu hujan yang tinggi dengan durasi yang cukup lama,0,0,0,0,18796,0
208,1608 105 2022 012 08 1,1608,08/12/22,PUTING BELIUNG,OGAN KOMERING ULU SELATAN,SUMATERA SELATAN,Dokumentasi,"Dipicu hujan lebat dan di sertai angin yg kencang semalam, di tambah bangunan yg sudah rapuh",0,0,0,1,0,0
209,3208 101 2022 012 07 1,3208,07/12/22,BANJIR,KUNINGAN,JAWA BARAT,Dokumentasi,"Hujan dengan intensitas ringan hingga lebat pada hari Rabu, 07 Desember 2022 mulai pukul 12.00 WIB s.d. pukul 21.00 WIB mengakibatkan tanggul jebol dan air meluap kepemukiman",0,0,0,0,5,0
210,3201 105 2022 012 07 1,3201,07/12/22,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,"Dipicu hujan deras disertai angin kencang mengakibatkan bagian atap rumah roboh di bagian kamar, lainnya karena faktor usia dan konstruksi bangunan yang sudah rapuh",0,0,0,1,0,0
211,1705 101 2022 012 07 1,1705,07/12/22,BANJIR,SELUMA,BENGKULU,Dokumentasi,Dipicu hujan dengan intensitas sedang hingga lebat disertai petir dan angin kencang berdurasi singkat.,0,0,0,0,125,0
212,7314 105 2022 012 07 1,7314,07/12/22,PUTING BELIUNG,SIDENRENG RAPPANG,SULAWESI SELATAN,Dokumentasi,Dipicu hujan disertai dengan angin kencang,0,0,0,2,0,0
213,3321 101 2022 012 07 1,3321,07/12/22,BANJIR,DEMAK,JAWA TENGAH,Dokumentasi,Dipicu naiknya gelombang air laut sehingga mengakibatkan jalan Desa tergenang,0,0,0,0,2621,0
214,3519 105 2022 012 07 1,3519,07/12/22,PUTING BELIUNG,MADIUN,JAWA TIMUR,Dokumentasi,Dipicu hujan deras dengan intensitas sedang - lebat disertai angin kencang,0,0,0,2,0,0
215,3402 105 2022 012 06 1,3402,06/12/22,PUTING BELIUNG,BANTUL,DI YOGYAKARTA,Dokumentasi,Dipicu hujan disertai angin kencang di wilayah Kab. Bantul,0,0,0,0,0,0
216,3509 101 2022 012 06 1,3509,06/12/22,BANJIR,JEMBER,JAWA TIMUR,Dokumentasi,Dipicu hujan intensitas sedang hingga lebat disertai angin kencang,0,0,0,0,11,0
217,3216 101 2022 012 06 1,3216,06/12/22,BANJIR,BEKASI,JAWA BARAT,Dokumentasi,Dipicu air pasang laut dan naiknya debit kali citarum,0,0,0,0,186,0
218,3201 102 2022 012 06 1,3201,06/12/22,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Dipicu hujan dengan intensitas  tinggi yang cukup lama sehingga mengakibatkan tebing yang berada di belakang rumah tersebut mengalami Longsor,0,0,0,0,0,0
219,3215 101 2022 012 05 1,3215,05/12/22,BANJIR,KARAWANG,JAWA BARAT,Dokumentasi,Dipicu hujan dengan intensitas tinggi,0,0,0,0,464,0
220,3402 105 2022 012 05 1,3402,05/12/22,PUTING BELIUNG,BANTUL,DI YOGYAKARTA,Dokumentasi,"Dipicu hujan disertai angin kencang yang terjadi pada hari Senin, tanggal 05 Desember 2022 mulai Pukul 11.50 WIB",0,0,0,0,0,0
221,1101 101 2022 012 05 1,1101,05/12/22,BANJIR,SIMEULUE,ACEH,Dokumentasi,Dipicu hujan intensitas sedang hingga lebat,0,0,0,1,0,0
222,3205 102 2022 012 05 1,3205,05/12/22,TANAH LONGSOR,GARUT,JAWA BARAT,Dokumentasi,Dipicu hujan mengguyur wilayah tersebut dengan intensitas tinggi dan dalam jangka waktu lama,0,0,2,0,0,0
223,3202 101 2022 012 04 1,3202,04/12/22,BANJIR,SUKABUMI,JAWA BARAT,Dokumentasi,Dipicu hujan dengan intensitas tinggi,0,0,0,0,7,0
224,3215 101 2022 012 04 1,3215,04/12/22,BANJIR,KARAWANG,JAWA BARAT,Dokumentasi,Hujan deras diwilayah hulu dan beberapa wilayah kabupaten Karawang sehingga Meluapnya sungai Citarum dan Cibeet serta sungai Cidawolong,0,0,0,0,482,0
225,3216 101 2022 012 04 1,3216,04/12/22,BANJIR,BEKASI,JAWA BARAT,Dokumentasi,Curah hujan yang cukup tinggi dan meluapnya beberapa kali diantaranya :  - Kali Cilemahabang  - Kali Cikadu  - Kali Cibeet  - Kali Citarum,0,0,0,0,361,0
226,3508 111 2022 012 04 1,3508,04/12/22,LETUSAN GUNUNG API,LUMAJANG,JAWA TIMUR,Dokumentasi,"Awan Panas Guguran (APG) dari PPGA Gunung Semeru di Pos Gunung Sawur, Dusun Poncosumo Desa Sumberwuluh Kecamatan Candipuro;",0,0,10,0,0,3
227,1104 101 2022 012 03 1,1104,03/12/22,BANJIR,ACEH TENGGARA,ACEH,Dokumentasi,Hujan dengan intensitas tinggi sehingga menyebabkan meluapnya Sungai Lawe Serke,0,0,0,0,10,0
228,3171 101 2022 012 03 1,3171,03/12/22,BANJIR,KOTA JAKARTA SELATAN,DKI JAKARTA,Dokumentasi,Dipicu akibat hujan dengan intensitas sedang hingga lebat,0,0,0,0,399,0
229,3201 108 2022 012 03 1,3201,03/12/22,GEMPA BUMI,BOGOR,JAWA BARAT,Dokumentasi,"Dipicu gempa bumi di wilayah kabupaten Garut  serta konstruksi bangunan yang sudah tua sehingga mengakibatkan beberapa unit rumah mengalami kerusakan pada bagian dinding dapur,kamar dan kamar mandi.",0,0,0,6,0,0
230,1906 105 2022 012 03 1,1906,03/12/22,PUTING BELIUNG,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,"perkiraan Pukul 12.30 WIB, angin bertiup kencang dari arah Barat Daya Desa Cendil yang menuju ke arah pemukiman warga, dan menerbangkan atap rumah-rumah warga dan menumbangkan pohon-pohon sekitar.",0,0,0,29,0,0
231,3205 108 2022 012 03 1,3205,03/12/22,GEMPA BUMI,GARUT,JAWA BARAT,Dokumentasi,"Kekuatan : 6,4 SR Tanggal    : 03-Dec-2022 Waktu Gempa:  16:49:41 WIB Lok :  7.51 LS Bujur :  107.52 BT Kedalaman:  118 Km   Keterangan:  Pusat Gempa berada di Darat dan tidak berpotensi Tsunami (BMKG)",0,0,1,10,0,0
232,3204 101 2022 012 03 1,3204,03/12/22,BANJIR,BANDUNG,JAWA BARAT,Dokumentasi,Hujan Deras dan Luapan Sungai Cigundel Kecamatan Cimaung,0,0,0,0,4,0
