No,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
19398,3374102201811050,3374,05/11/18,TANAH LONGSOR,KOTA SEMARANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19399,5207101201811050,5207,05/11/18,BANJIR,SUMBAWA BARAT,NUSA TENGGARA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,3
19400,3302105201811050,3302,05/11/18,PUTING BELIUNG,BANYUMAS,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19401,5102102201811050,5102,05/11/18,TANAH LONGSOR,TABANAN,BALI,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19402,2171105201811040,2171,04/11/18,PUTING BELIUNG,KOTA BATAM,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,1,26,0,2
19403,3201102201811040,3201,04/11/18,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,1
19404,3518107201811040,3518,04/11/18,KEBAKARAN HUTAN DAN LAHAN,NGANJUK,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19405,5101102201811040,5101,04/11/18,TANAH LONGSOR,JEMBRANA,BALI,Dokumentasi,Belum Diketahui,0,0,0,0,0,1
19406,1303101201811040,1303,04/11/18,BANJIR,SOLOK,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,5,17,2
19407,3579107201811040,3579,04/11/18,KEBAKARAN HUTAN DAN LAHAN,KOTA BATU,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19408,3316105201811040,3316,04/11/18,PUTING BELIUNG,BLORA,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19409,1372101201811040,1372,04/11/18,BANJIR,KOTA SOLOK,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,3
19410,3522105201811030,3522,03/11/18,PUTING BELIUNG,BOJONEGORO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,2,1,0,1
19411,3304102201811030,3304,03/11/18,TANAH LONGSOR,BANJARNEGARA,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19412,1401101201811030,1401,03/11/18,BANJIR,KUANTAN SINGINGI,RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,7235,6
19413,1503102201811030,1503,03/11/18,TANAH LONGSOR,SAROLANGUN,JAMBI,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19414,1501101201811030,1501,03/11/18,BANJIR,KERINCI,JAMBI,Dokumentasi,Belum Diketahui,0,0,0,1,0,3
19415,6108101201811030,6108,03/11/18,BANJIR,KAPUAS HULU,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,25,0
19416,3316105201811030,3316,03/11/18,PUTING BELIUNG,BLORA,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19417,1116101201811030,1116,03/11/18,BANJIR,ACEH JAYA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19418,1306102201811020,1306,02/11/18,TANAH LONGSOR,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,6,0,0
19419,6109101201811020,6109,02/11/18,BANJIR,SEKADAU,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,296,0
19420,1371101201811020,1371,02/11/18,BANJIR,KOTA PADANG,SUMATERA BARAT,Dokumentasi,Belum Diketahui,2,0,0,4,1400,3
19421,1302101201811020,1302,02/11/18,BANJIR,PESISIR SELATAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,368,8
19422,1375101201811020,1375,02/11/18,BANJIR,KOTA BUKITTINGGI,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19423,1306102201811020,1306,02/11/18,TANAH LONGSOR,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,8,0,0
19424,1572101201811020,1572,02/11/18,BANJIR,KOTA SUNGAI PENUH,JAMBI,Dokumentasi,Belum Diketahui,0,0,0,0,606,4
19425,1301101201811020,1301,02/11/18,BANJIR,KEPULAUAN MENTAWAI,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,75,0
19426,1304101201811020,1304,02/11/18,BANJIR,SIJUNJUNG,SUMATERA BARAT,Dokumentasi,Belum Diketahui,1,0,0,3,0,0
19427,1308101201811020,1308,02/11/18,BANJIR,LIMA PULUH KOTA,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,440,3
19428,1307101201811020,1307,02/11/18,BANJIR,AGAM,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,2,3,14,3
19429,6372107201811010,6372,01/11/18,KEBAKARAN HUTAN DAN LAHAN,KOTA BANJARBARU,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19430,2101101201811010,2101,01/11/18,BANJIR,KARIMUN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19431,6405105201811010,6405,01/11/18,PUTING BELIUNG,BERAU,KALIMANTAN TIMUR,Dokumentasi,Belum Diketahui,0,0,0,9,0,0
19432,3579107201811010,3579,01/11/18,KEBAKARAN HUTAN DAN LAHAN,KOTA BATU,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19433,6106107201811010,6106,01/11/18,KEBAKARAN HUTAN DAN LAHAN,KETAPANG,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19434,1407101201811010,1407,01/11/18,BANJIR,ROKAN HULU,RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,1
19435,1605101201811010,1605,01/11/18,BANJIR,MUSI RAWAS,SUMATERA SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,16,0
19436,1306102201810310,1306,31/10/18,TANAH LONGSOR,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19437,1407101201810310,1407,31/10/18,BANJIR,ROKAN HULU,RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,966,0
19438,1813101201810310,1813,31/10/18,BANJIR,PESISIR BARAT,LAMPUNG,Dokumentasi,Belum Diketahui,0,0,0,10,0,0
19439,1373102201810310,1373,31/10/18,TANAH LONGSOR,KOTA SAWAHLUNTO,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,16,0,0
19440,2172101201810310,2172,31/10/18,BANJIR,KOTA TANJUNG PINANG,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,1,0,0,0,0,0
19441,3271102201810310,3271,31/10/18,TANAH LONGSOR,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19442,1906107201810300,1906,30/10/18,KEBAKARAN HUTAN DAN LAHAN,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19443,3201105201810300,3201,30/10/18,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,12,0,0
19444,6303107201810300,6303,30/10/18,KEBAKARAN HUTAN DAN LAHAN,BANJAR,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19445,3579107201810300,3579,30/10/18,KEBAKARAN HUTAN DAN LAHAN,KOTA BATU,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19446,3508107201810300,3508,30/10/18,KEBAKARAN HUTAN DAN LAHAN,LUMAJANG,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19447,3172101201810290,3172,29/10/18,BANJIR,KOTA JAKARTA TIMUR,DKI JAKARTA,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19448,7106105201810290,7106,29/10/18,PUTING BELIUNG,MINAHASA UTARA,SULAWESI UTARA,Dokumentasi,Belum Diketahui,0,0,0,56,0,0
19449,3524102201810290,3524,29/10/18,TANAH LONGSOR,LAMONGAN,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,5,0,0
19450,1802101201810290,1802,29/10/18,BANJIR,TANGGAMUS,LAMPUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,1
19451,3271105201810290,3271,29/10/18,PUTING BELIUNG,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19452,3305105201810280,3305,28/10/18,PUTING BELIUNG,KEBUMEN,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19453,3217102201810280,3217,28/10/18,TANAH LONGSOR,BANDUNG BARAT,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19454,3271102201810280,3271,28/10/18,TANAH LONGSOR,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,1
19455,6110101201810280,6110,28/10/18,BANJIR,MELAWI,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,1,0,0,0,0,0
19456,3271105201810280,3271,28/10/18,PUTING BELIUNG,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,1
19457,1304101201810280,1304,28/10/18,BANJIR,SIJUNJUNG,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,20,0
19458,1275105201810280,1275,28/10/18,PUTING BELIUNG,KOTA MEDAN,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,24,0,0
19459,1671105201810270,1671,27/10/18,PUTING BELIUNG,KOTA PALEMBANG,SUMATERA SELATAN,Dokumentasi,Belum Diketahui,0,0,0,34,0,0
19460,3374105201810270,3374,27/10/18,PUTING BELIUNG,KOTA SEMARANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19461,5108105201810270,5108,27/10/18,PUTING BELIUNG,BULELENG,BALI,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19462,3217102201810270,3217,27/10/18,TANAH LONGSOR,BANDUNG BARAT,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19463,1107107201810260,1107,26/10/18,KEBAKARAN HUTAN DAN LAHAN,ACEH BARAT,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19464,6102101201810260,6102,26/10/18,BANJIR,BENGKAYANG,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,40,0
19465,6303105201810260,6303,26/10/18,PUTING BELIUNG,BANJAR,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,4,0,0
19466,3579107201810260,3579,26/10/18,KEBAKARAN HUTAN DAN LAHAN,KOTA BATU,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19467,1107107201810250,1107,25/10/18,KEBAKARAN HUTAN DAN LAHAN,ACEH BARAT,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19468,3201102201810250,3201,25/10/18,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19469,1277101201810250,1277,25/10/18,BANJIR,KOTA PADANG SIDEMPUAN,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,1,714,0
19470,3314105201810250,3314,25/10/18,PUTING BELIUNG,SRAGEN,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,6,0,0
19471,3216105201810240,3216,24/10/18,PUTING BELIUNG,BEKASI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,8,0,0
19472,3201105201810240,3201,24/10/18,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19473,3524105201810240,3524,24/10/18,PUTING BELIUNG,LAMONGAN,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,23,0,5
19474,3201102201810240,3201,24/10/18,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19475,1971107201810240,1971,24/10/18,KEBAKARAN HUTAN DAN LAHAN,KOTA PANGKALPINANG,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19476,6409107201810240,6409,24/10/18,KEBAKARAN HUTAN DAN LAHAN,PENAJAM PASER UTARA,KALIMANTAN TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19477,3329105201810230,3329,23/10/18,PUTING BELIUNG,BREBES,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,1
19478,1905107201810230,1905,23/10/18,KEBAKARAN HUTAN DAN LAHAN,BANGKA SELATAN,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,1
19479,1409101201810230,1409,23/10/18,BANJIR,ROKAN HILIR,RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,400,0
19480,3513107201810230,3513,23/10/18,KEBAKARAN HUTAN DAN LAHAN,PROBOLINGGO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19481,3301105201810230,3301,23/10/18,PUTING BELIUNG,CILACAP,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19482,3216105201810230,3216,23/10/18,PUTING BELIUNG,BEKASI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19483,3507105201810230,3507,23/10/18,PUTING BELIUNG,MALANG,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,104,0,0
19484,3208105201810230,3208,23/10/18,PUTING BELIUNG,KUNINGAN,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19485,3573105201810230,3573,23/10/18,PUTING BELIUNG,KOTA MALANG,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,2,5,0,1
19486,3216105201810230,3216,23/10/18,PUTING BELIUNG,BEKASI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,13
19487,3307105201810230,3307,23/10/18,PUTING BELIUNG,WONOSOBO,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,7,0,0
19488,3313105201810230,3313,23/10/18,PUTING BELIUNG,KARANGANYAR,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,4,0,0
19489,7318105201810220,7318,22/10/18,PUTING BELIUNG,TANA TORAJA,SULAWESI SELATAN,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19490,3271105201810220,3271,22/10/18,PUTING BELIUNG,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19491,3271102201810220,3271,22/10/18,TANAH LONGSOR,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19492,1906107201810220,1906,22/10/18,KEBAKARAN HUTAN DAN LAHAN,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19493,5313105201810220,5313,22/10/18,PUTING BELIUNG,MANGGARAI,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,15,0,2
19494,3271105201810220,3271,22/10/18,PUTING BELIUNG,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19495,3271101201810220,3271,22/10/18,BANJIR,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,280,0
19496,3372105201810220,3372,22/10/18,PUTING BELIUNG,KOTA SURAKARTA,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,1
19497,1116107201810220,1116,22/10/18,KEBAKARAN HUTAN DAN LAHAN,ACEH JAYA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19498,1107107201810220,1107,22/10/18,KEBAKARAN HUTAN DAN LAHAN,ACEH BARAT,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19499,6303105201810210,6303,21/10/18,PUTING BELIUNG,BANJAR,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,1,0,1
19500,6207101201810210,6207,21/10/18,BANJIR,LAMANDAU,KALIMANTAN TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,66,0
19501,3271102201810210,3271,21/10/18,TANAH LONGSOR,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19502,3308107201810210,3308,21/10/18,KEBAKARAN HUTAN DAN LAHAN,MAGELANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19503,6304107201810210,6304,21/10/18,KEBAKARAN HUTAN DAN LAHAN,BARITO KUALA,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19504,3201105201810210,3201,21/10/18,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,2
19505,1906107201810200,1906,20/10/18,KEBAKARAN HUTAN DAN LAHAN,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19506,6102101201810200,6102,20/10/18,BANJIR,BENGKAYANG,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,2
19507,3512107201810200,3512,20/10/18,KEBAKARAN HUTAN DAN LAHAN,SITUBONDO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19508,7502105201810200,7502,20/10/18,PUTING BELIUNG,GORONTALO,GORONTALO,Dokumentasi,Belum Diketahui,0,0,0,3,0,0
19509,3201102201810200,3201,20/10/18,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,1
19510,3271102201810200,3271,20/10/18,TANAH LONGSOR,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19511,6102102201810200,6102,20/10/18,TANAH LONGSOR,BENGKAYANG,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19512,1208101201810200,1208,20/10/18,BANJIR,ASAHAN,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,0,128,0
19513,3208106201810190,3208,19/10/18,KEKERINGAN,KUNINGAN,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19514,3513107201810180,3513,18/10/18,KEBAKARAN HUTAN DAN LAHAN,PROBOLINGGO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19515,3208107201810180,3208,18/10/18,KEBAKARAN HUTAN DAN LAHAN,KUNINGAN,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19516,1111101201810180,1111,18/10/18,BANJIR,ACEH UTARA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,150,0
19517,3208107201810180,3208,18/10/18,KEBAKARAN HUTAN DAN LAHAN,KUNINGAN,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19518,1906107201810180,1906,18/10/18,KEBAKARAN HUTAN DAN LAHAN,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19519,1901105201810180,1901,18/10/18,PUTING BELIUNG,BANGKA,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19520,3312106201810180,3312,18/10/18,KEKERINGAN,WONOGIRI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19521,3172102201810180,3172,18/10/18,TANAH LONGSOR,KOTA JAKARTA TIMUR,DKI JAKARTA,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19522,1111101201810170,1111,17/10/18,BANJIR,ACEH UTARA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19523,3323105201810170,3323,17/10/18,PUTING BELIUNG,TEMANGGUNG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,1,4,0,2
19524,3211105201810170,3211,17/10/18,PUTING BELIUNG,SUMEDANG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,4,0,0
19525,7301105201810160,7301,16/10/18,PUTING BELIUNG,KEPULAUAN SELAYAR,SULAWESI SELATAN,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19526,5315105201810160,5315,16/10/18,PUTING BELIUNG,MANGGARAI BARAT,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19527,1116101201810160,1116,16/10/18,BANJIR,ACEH JAYA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19528,3201105201810160,3201,16/10/18,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,1,1,0,0
19529,1906107201810160,1906,16/10/18,KEBAKARAN HUTAN DAN LAHAN,BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19530,3201102201810160,3201,16/10/18,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19531,1115101201810160,1115,16/10/18,BANJIR,NAGAN RAYA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19532,1473101201810160,1473,16/10/18,BANJIR,KOTA DUMAI,RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,733,0
19533,3516107201810160,3516,16/10/18,KEBAKARAN HUTAN DAN LAHAN,MOJOKERTO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19534,1103101201810150,1103,15/10/18,BANJIR,ACEH SELATAN,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19535,3271102201810150,3271,15/10/18,TANAH LONGSOR,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19536,1116101201810150,1116,15/10/18,BANJIR,ACEH JAYA,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19537,7308105201810150,7308,15/10/18,PUTING BELIUNG,MAROS,SULAWESI SELATAN,Dokumentasi,Belum Diketahui,0,0,0,35,0,0
19538,1674105201810150,1674,15/10/18,PUTING BELIUNG,KOTA LUBUK LINGGAU,SUMATERA SELATAN,Dokumentasi,Belum Diketahui,0,0,0,15,0,0
19539,3201102201810140,3201,14/10/18,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19540,3322107201810140,3322,14/10/18,KEBAKARAN HUTAN DAN LAHAN,SEMARANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19541,3201105201810140,3201,14/10/18,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,147,0,0
19542,3520107201810140,3520,14/10/18,KEBAKARAN HUTAN DAN LAHAN,MAGETAN,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19543,5315105201810140,5315,14/10/18,PUTING BELIUNG,MANGGARAI BARAT,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,3,0,0
19544,1905107201810140,1905,14/10/18,KEBAKARAN HUTAN DAN LAHAN,BANGKA SELATAN,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19545,6110101201810140,6110,14/10/18,BANJIR,MELAWI,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,25,0
19546,3516107201810140,3516,14/10/18,KEBAKARAN HUTAN DAN LAHAN,MOJOKERTO,JAWA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19547,1103101201810130,1103,13/10/18,BANJIR,ACEH SELATAN,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,50,0
19548,6104101201810130,6104,13/10/18,BANJIR,MEMPAWAH,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,2992,0
19549,3323107201810130,3323,13/10/18,KEBAKARAN HUTAN DAN LAHAN,TEMANGGUNG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19550,3314107201810130,3314,13/10/18,KEBAKARAN HUTAN DAN LAHAN,SRAGEN,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19551,6108102201810130,6108,13/10/18,TANAH LONGSOR,KAPUAS HULU,KALIMANTAN BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19552,1202101201810120,1202,12/10/18,BANJIR,MANDAILING NATAL,SUMATERA UTARA,Dokumentasi,Belum Diketahui,22,1,17,41,100,1
19553,1312101201810120,1312,12/10/18,BANJIR,PASAMAN BARAT,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,50,0
19554,1203101201810120,1203,12/10/18,BANJIR,TAPANULI SELATAN,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,3,0,9
19555,1309101201810120,1309,12/10/18,BANJIR,PASAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,30,3
19556,1612105201810120,1612,12/10/18,PUTING BELIUNG,PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
19557,3308107201810120,3308,12/10/18,KEBAKARAN HUTAN DAN LAHAN,MAGELANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19558,1408101201810120,1408,12/10/18,BANJIR,BENGKALIS,RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,1505,36
19559,3314107201810120,3314,12/10/18,KEBAKARAN HUTAN DAN LAHAN,SRAGEN,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19560,1101101201810120,1101,12/10/18,BANJIR,SIMEULUE,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19561,3323107201810120,3323,12/10/18,KEBAKARAN HUTAN DAN LAHAN,TEMANGGUNG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
19562,1312101201810110,1312,11/10/18,BANJIR,PASAMAN BARAT,SUMATERA BARAT,Dokumentasi,Belum Diketahui,1,0,0,2,500,3
19563,1309101201810110,1309,11/10/18,BANJIR,PASAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,69,533,3
19564,1301101201810110,1301,11/10/18,BANJIR,KEPULAUAN MENTAWAI,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,20,0
19565,1271101201810110,1271,11/10/18,BANJIR,KOTA SIBOLGA,SUMATERA UTARA,Dokumentasi,Belum Diketahui,4,0,4,29,100,0
19566,1308101201810110,1308,11/10/18,BANJIR,LIMA PULUH KOTA,SUMATERA BARAT,Dokumentasi,Belum Diketahui,1,0,0,2,150,3
19567,1302101201810110,1302,11/10/18,BANJIR,PESISIR SELATAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,333,0
19568,1372105201810110,1372,11/10/18,PUTING BELIUNG,KOTA SOLOK,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
19569,1305101201810110,1305,11/10/18,BANJIR,TANAH DATAR,SUMATERA BARAT,Dokumentasi,Belum Diketahui,6,0,11,11,285,6
19570,1705101201810110,1705,11/10/18,BANJIR,SELUMA,BENGKULU,Dokumentasi,Belum Diketahui,0,0,0,0,432,0
19571,3403107201810110,3403,11/10/18,KEBAKARAN HUTAN DAN LAHAN,GUNUNGKIDUL,DI YOGYAKARTA,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
