Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Kabupaten,Provinsi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
7322 101 2020 04 01 1,7322,01/04/20,BANJIR,LUWU UTARA,Sulawesi Selatan,• Hujan dengan intensitas tinggi,0,0,0,0,106,0
1809 101 2020 03 031 1,1809,31/03/20,BANJIR,PESAWARAN,Lampung,Belum Diketahui,0,0,0,0,30,0
3311 101 2020 03 031 1,3311,31/03/20,BANJIR,SUKOHARJO,Jawa Tengah,• Akibat hujan dengan intensitas tinggi,0,0,0,0,22,0
3321 101 2020 03 031 1,3321,31/03/20,BANJIR,DEMAK,Jawa Tengah,Belum Diketahui,0,0,0,0,70,0
1871 101 2020 03 031 1,1871,31/03/20,BANJIR,KOTA BANDAR LAMPUNG,Lampung,• Hujan dengan intensitas tinggi,0,0,0,968,0,0
3211 101 2020 03 031 1,3211,31/03/20,BANJIR,SUMEDANG,Jawa Barat,• Hujan dengan intensitas tinggi,0,0,0,0,8,3
3324 101 2020 03 031 1,3324,31/03/20,BANJIR,KENDAL,Jawa Tengah,Belum Diketahui,0,0,0,0,12,0
1501 101 2020 03 030 1,1501,30/03/20,BANJIR,KERINCI,Jambi,Belum Diketahui,0,0,0,0,160,0
1673 101 2020 03 030 1,1673,30/03/20,BANJIR,KOTA PAGAR ALAM,Sumatera Selatan,Belum Diketahui,0,0,0,0,7,0
1107 101 2020 03 030 1,1107,30/03/20,BANJIR,ACEH BARAT,Aceh,• Hujan dengan intensitas tinggi,0,0,0,0,120,0
3211 101 2020 03 030 1,3211,30/03/20,BANJIR,SUMEDANG,Jawa Barat,• Curah hujan dengan intensitas tinggi,0,0,0,0,310,0
3204 101 2020 03 030 1,3204,30/03/20,BANJIR,BANDUNG,Jawa Barat,• Hujan dengan intensitas tinggi,0,0,1,10,27238,141
3301 101 2020 03 029 1,3301,29/03/20,BANJIR,CILACAP,Jawa Tengah,Belum Diketahui,0,0,0,0,3,0
3217 101 2020 03 029 1,3217,29/03/20,BANJIR,BANDUNG BARAT,Jawa Barat,• Hujan dengan intensitas tinggi,0,0,0,3,203,0
3512 101 2020 03 029 1,3512,29/03/20,BANJIR,SITUBONDO,Jawa Timur,• Akibat hujan deras sehingga saluran air yang ada tidak dapat menampung air hujan.,0,0,0,0,19,0
3518 101 2020 03 029 1,3518,29/03/20,BANJIR,NGANJUK,Jawa Timur,Belum Diketahui,0,0,0,0,19,0
6109 101 2020 03 029 1,6109,29/03/20,BANJIR,SEKADAU,Kalimantan Barat,Belum Diketahui,0,0,0,0,30,0
1602 101 2020 03 028 1,1602,28/03/20,BANJIR,OGAN KOMERING ILIR,Sumatera Selatan,• hujan deras yang menguyur sebagian besar Kabupaten Ogan Ilir sejak sore.,0,0,0,0,46,0
3211 101 2020 03 028 1,3211,28/03/20,BANJIR,SUMEDANG,Jawa Barat,Belum Diketahui,0,0,0,0,12,0
1607 101 2020 03 027 1,1607,27/03/20,BANJIR,BANYUASIN,Sumatera Selatan,• Akibat hujan dengan intensitas tinggi,0,0,0,0,1,0
3201 101 2020 03 027 1,3201,27/03/20,BANJIR,BOGOR,Jawa Barat,• Akibat hujan dengan intensitas tinggi dan adanya penyempitan aliran air yang mengakitbatkan meluapnya Kali Pesanggrahan,0,0,0,1,71,0
6409 101 2020 03 027 1,6409,27/03/20,BANJIR,PENAJAM PASER UTARA,Kalimantan Timur,• Akibat hujan dengan intensitas tinggi,0,0,0,0,102,0
7212 101 2020 03 027 1,7212,27/03/20,BANJIR,MOROWALI UTARA,Sulawesi Tengah,Curah hujan yang tinggi,0,0,0,0,0,0
1503 101 2020 03 026 1,1503,26/03/20,BANJIR,SAROLANGUN,Jambi,"• Debit Air Sungai Batang asai, Mengalami Kenaikan Debit Air, akibat Td malam Hujan Dgn intensitas Tinggi di Hulu",0,0,0,0,7,0
3517 101 2020 03 026 1,3517,26/03/20,BANJIR,JOMBANG,Jawa Timur,• Akibat hujan dengan intensitas tinggi dan meluapnya sungai marmoyo,0,0,0,0,50,0
1601 101 2020 03 026 1,1601,26/03/20,BANJIR,OGAN KOMERING ULU,Sumatera Selatan,• Hujan Dengan Intensitas Tinggi dengan durasi waktu lama serta meluapnya anak sungai wal dan Sungai Ogan.,0,0,0,0,300,0
3217 101 2020 03 026 1,3217,26/03/20,BANJIR,BANDUNG BARAT,Jawa Barat,• Akibat hujan dengan intensitas tinggi,0,0,0,0,18,3
3211 101 2020 03 025 1,3211,25/03/20,BANJIR,SUMEDANG,Jawa Barat,• Curah hujan dengan intensitas sedang hingga tinggi dan tanggul jebol,0,0,0,0,84,0
3201 101 2020 03 025 1,3201,25/03/20,BANJIR,BOGOR,Jawa Barat,• Dikarenakan hujan dengan intensitas tinggi sehingga mengakibatkan banjirnya Sungai Cidurian,0,0,0,0,25,0
6201 101 2020 03 023 1,6201,23/03/20,BANJIR,KOTAWARINGIN BARAT,Kalimantan Tengah,• Akibat hujan dengan intensitas tinggi disertai system drainase yang buruk,0,0,0,0,2,0
3307 101 2020 03 023 1,3307,23/03/20,BANJIR,WONOSOBO,Jawa Tengah,Belum Diketahui,0,1,0,0,0,0
3502 101 2020 03 023 1,3502,23/03/20,BANJIR,PONOROGO,Jawa Timur,Belum Diketahui,0,0,0,0,5,0
3209 101 2020 03 022 1,3209,22/03/20,BANJIR,CIREBON,Jawa Barat,• Hujan dengan intensitas besar dari jam 23.30 WIB,0,0,0,0,350,0
3506 101 2020 03 022 1,3506,22/03/20,BANJIR,KEDIRI,Jawa Timur,Belum Diketahui,0,0,0,0,40,0
3301 101 2020 03 022 1,3301,22/03/20,BANJIR,CILACAP,Jawa Tengah,• Akibat hujan deras yang turun di wilayah Kec. Sidareja dan sekitarnya pada hari Sabtu Pukul 23.00 Wib selama 2 jam dan berlanjut dengan hujan intensitas ringan-sedang selama 5 jam,0,0,0,0,948,0
1310 101 2020 03 021 1,1310,21/03/20,BANJIR,SOLOK SELATAN,Sumatera Barat,Belum Diketahui,0,0,0,2,0,1
3374 101 2020 03 021 1,3374,21/03/20,BANJIR,KOTA SEMARANG,Jawa Tengah,• Akibat hujan deras yang berangsur lama dsiertai jebolnya tanggul plumbon,0,0,0,0,51,0
3204 101 2020 03 020 1,3204,20/03/20,BANJIR,BANDUNG,Jawa Barat,Belum Diketahui,1,0,0,0,24235,113
3202 101 2020 03 020 1,3202,20/03/20,BANJIR,SUKABUMI,Jawa Barat,Belum Diketahui,0,0,0,0,15,0
3216 101 2020 03 019 1,3216,19/03/20,BANJIR,BEKASI,Jawa Barat,• Akibat hujan dengan intensitas tinggi,0,0,0,0,700,0
1603 101 2020 03 019 1,1603,19/03/20,BANJIR,MUARA ENIM,Sumatera Selatan,• Akibat hujan dengan intensitas tinggi,0,0,0,0,40,0
1612 101 2020 03 019 1,1612,19/03/20,BANJIR,PENUKAL ABAB LEMATANG ILIR,Sumatera Selatan,• Hujan dengan intensitas tinggi,0,0,0,0,20,0
3312 101 2020 03 019 1,3312,19/03/20,BANJIR,WONOGIRI,Jawa Tengah,• Akibat hujan dengan intesitas tinggi,0,0,0,0,3,0
1307 101 2020 03 019 1,1307,19/03/20,BANJIR,AGAM,Sumatera Barat,Belum Diketahui,0,0,0,0,0,1
1306 101 2020 03 019 1,1306,19/03/20,BANJIR,PADANG PARIAMAN,Sumatera Barat,• Akibat hujan dengan intensitas tinggi,0,0,0,0,200,0
7172 101 2020 03 019 1,7172,19/03/20,BANJIR,KOTA BITUNG,Sulawesi Utara,Belum Diketahui,0,0,0,0,10,0
3201 101 2020 03 018 1,3201,18/03/20,BANJIR,BOGOR,Jawa Barat,Belum Diketahui,0,0,0,0,0,0
3603 101 2020 03 018 1,3603,18/03/20,BANJIR,TANGERANG,Banten,"karena curah Hujan yang cukup tinggi dan derasnya air kiriman dari Bogor yang melewati kali Cimanceuri sehingga mengakibatkan kali meluap, Luapan Kali Cimanceuri,Luapan kali Cidurian",0,0,0,0,235,0
3276 101 2020 03 018 1,3276,18/03/20,BANJIR,KOTA DEPOK,Jawa Barat,• Akibat hujan dengan intensitas tinggi dan meluapnya Kali Angke,0,0,0,0,190,0
3322 101 2020 03 018 1,3322,18/03/20,BANJIR,SEMARANG,Jawa Tengah,Belum Diketahui,0,0,0,0,0,0
3604 101 2020 03 018 1,3604,18/03/20,BANJIR,SERANG,Banten,• Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0
3604 101 2020 03 017 1,3604,17/03/20,BANJIR,SERANG,Banten,• Akibat hujan dengan intensitas tinggi dan meluapnya Sungai Ciberang,0,0,0,0,479,0
1307 101 2020 03 017 1,1307,17/03/20,BANJIR,AGAM,Sumatera Barat,Belum Diketahui,0,0,0,0,0,1
1608 101 2020 03 017 1,1608,17/03/20,BANJIR,OGAN KOMERING ULU SELATAN,Sumatera Selatan,Belum Diketahui,0,0,0,0,4,1
6311 101 2020 03 017 1,6311,17/03/20,BANJIR,BALANGAN,Kalimantan Selatan,Belum Diketahui,0,0,0,0,26,0
6109 101 2020 03 016 1,6109,16/03/20,BANJIR,SEKADAU,Kalimantan Barat,Belum Diketahui,0,0,0,0,0,0
3204 101 2020 03 016 1,3204,16/03/20,BANJIR,BANDUNG,Jawa Barat,Belum Diketahui,0,0,0,0,5396,0
1609 101 2020 03 017 1,1609,16/03/20,BANJIR,OGAN KOMERING ULU TIMUR,Sumatera Selatan,• Akibat hujan dengan intensitas tinggi,0,0,0,0,50,0
3525 101 2020 03 016 1,3525,16/03/20,BANJIR,GRESIK,Jawa Timur,• Akibat hujan dengan intesitas tinggi dan meluapnya kali Lamong,0,0,0,0,20,0
1809 101 2020 03 016 1,1809,16/03/20,BANJIR,PESAWARAN,Lampung,• Akibat hujan dengan intensitas tinggi,0,0,0,0,484,0
3201 101 2020 03 016 1,3201,16/03/20,BANJIR,BOGOR,Jawa Barat,• Akibat hujan dengan intensitas,0,0,0,4,0,0
3201 101 2020 03 016 1,3201,16/03/20,BANJIR,BOGOR,Jawa Barat,• Akibat hujan dengan intesitas tinggi dan  jebolnya tembok pagar PT. YURI kemudian puing dari runtuhan pagar tersebut menutup aliran gorong-gorong sehingga menyebabkan meluapnya aliran air,0,0,0,0,0,0
3327 101 2020 03 015 1,3327,15/03/20,BANJIR,PEMALANG,Jawa Tengah,Belum Diketahui,0,0,0,0,0,1
5202 101 2020 03 014 1,5202,14/03/20,BANJIR,LOMBOK TENGAH,Nusa Tenggara Barat,Belum Diketahui,0,0,2,0,0,1
5203 101 2020 03 014 1,5203,14/03/20,BANJIR,LOMBOK TIMUR,Nusa Tenggara Barat,"• Akibat curah hujan yang cukup tinggi dan ada pendangkalan 2 sungai, yaitu sungai Rungkang & sungai Jero Puri sehingga tidak dapat menampung air. Sebagian air juga berasal dari Kab. Lombok Tengah",0,0,0,0,123,1
3511 101 2020 03 014 1,3511,14/03/20,BANJIR,BONDOWOSO,Jawa Timur,• Akibat hujan dengan intensitas sedang – lebat,0,0,0,106,316,14
3216 101 2020 03 014 1,3216,14/03/20,BANJIR,BEKASI,Jawa Barat,"• Akibat hujan deras disertai luapan kali sadang, kali cilemahabang dan limpasan saluran drainase",0,0,0,0,1060,0
3301 101 2020 03 013 1,3301,13/03/20,BANJIR,CILACAP,Jawa Tengah,• Hujan intensitas tinggi dari jam 18.00 s/d 19.00 wib,0,0,0,0,8,0
3327 101 2020 03 013 1,3327,13/03/20,BANJIR,PEMALANG,Jawa Tengah,Belum Diketahui,0,0,0,0,0,1
3604 101 2020 03 013 1,3604,13/03/20,BANJIR,SERANG,Banten,• Akibat curah hujan dengan intensitas tinggi yang mengguyur wilayah Kec. Ciruas dan buruknya aliran drainase,0,0,0,0,0,0
3508 101 2020 03 013 1,3508,13/03/20,BANJIR,LUMAJANG,Jawa Timur,• Akibat hujan deras sehingga mengakibatkan meluapnya sungai Buk Bengkong,0,0,0,0,90,0
1307 101 2020 03 012 1,1307,12/03/20,BANJIR,AGAM,Sumatera Barat,• Akibat hujan dengan intensitas tinggi,0,0,0,8,34,14
3404 101 2020 03 011 1,3404,11/03/20,BANJIR,SLEMAN,Yogyakarta,Belum Diketahui,0,0,0,0,1,0
3324 101 2020 03 011 1,3324,11/03/20,BANJIR,KENDAL,Jawa Tengah,Belum Diketahui,0,0,0,0,2,0
3323 101 2020 03 011 1,3323,11/03/20,BANJIR,TEMANGGUNG,Jawa Tengah,• Hujan dengan intensitas tinggi dan struktur tanah yang labil,0,0,0,3,0,1
3471 101 2020 03 011 1,3471,11/03/20,BANJIR,KOTA YOGYAKARTA,Yogyakarta,"• Akibat hujan dengan intensitas tinggi, meluapnya Sungai Mbelik dan tanggul jebol",0,0,0,0,0,0
6571 101 2020 03 010 1,6571,10/03/20,BANJIR,KOTA TARAKAN,Kalimantan Utara,Belum Diketahui,0,0,0,0,0,1
3329 101 2020 03 010 1,3329,10/03/20,BANJIR,BREBES,Jawa Tengah,Belum Diketahui,0,0,0,0,5,1
3510 101 2020 03 09 1,3510,09/03/20,BANJIR,BANYUWANGI,Jawa Timur,Belum Diketahui,0,0,0,0,219,2
3322 101 2020 03 08 1,3322,08/03/20,BANJIR,SEMARANG,Jawa Tengah,• Hujan dengan intensitas tinggi,0,0,0,0,14,0
3312 101 2020 03 08 1,3312,08/03/20,BANJIR,WONOGIRI,Jawa Tengah,• Akibat hujan dengan intensitas sedang selama kurang lebih 15 jam,0,0,0,0,12,1
3301 101 2020 03 08 1,3301,08/03/20,BANJIR,CILACAP,Jawa Tengah,• Akibat hujan dengan intensitas tinggi,0,0,0,0,310,0
3211 101 2020 03 08 1,3211,08/03/20,BANJIR,SUMEDANG,Jawa Barat,• Akibat hujan dengan intensitas sedang-tinggi dan meluapnya Waduk Jatigede,0,0,0,0,0,0
3374 101 2020 03 07 1,3374,07/03/20,BANJIR,KOTA SEMARANG,Jawa Tengah,• Hujan dengan intensitas tinggi,0,0,0,0,25,0
3312 101 2020 03 07 1,3312,07/03/20,BANJIR,WONOGIRI,Jawa Tengah,Belum Diketahui,0,0,0,0,7,0
3374 101 2020 03 07 1,3374,07/03/20,BANJIR,KOTA SEMARANG,Jawa Tengah,• Akibat hujan menyebabkan aliran DAS Pengkol meluap,0,0,0,0,36,0
9104 101 2020 03 07 1,9104,07/03/20,BANJIR,TELUK BINTUNI,Papua Barat,• Hujan dengan intensitas tinggi,0,0,0,0,0,0
3510 101 2020 03 07 1,3510,07/03/20,BANJIR,BANYUWANGI,Jawa Timur,• Akibat hujan dengan intensitas tinggi sehingga meluapnya sungai di Kec. Wongsorejo,0,0,0,50,0,3
8106 101 2020 03 07 1,8106,07/03/20,BANJIR,SERAM BAGIAN BARAT,Maluku,• Akibat hujan dengan intensitas tinggi sejak Pkl. 15.00 WIT,0,0,0,0,13,0
3312 101 2020 03 06 1,3312,06/03/20,BANJIR,WONOGIRI,Jawa Tengah,• Hujan deras yang cukup lama sehingga lubang luweng tertutup sampah yang menyumbat menyebabkan air meluap.,0,0,0,0,7,1
3209 101 2020 03 06 1,3209,06/03/20,BANJIR,CIREBON,Jawa Barat,• Akibat hujan dengan intensitas tinggi dan meluapnya Sungai Ciwaringin,0,0,0,0,877,0
3210 101 2020 03 06 1,3210,06/03/20,BANJIR,MAJALENGKA,Jawa Barat,Belum Diketahui,0,0,0,0,14,0
7502 101 2020 03 06 1,7502,06/03/20,BANJIR,GORONTALO,Gorontalo,• Akibat hujan dengan intensitas tinggi,0,0,0,0,39,0
3516 101 2020 03 06 1,3516,06/03/20,BANJIR,MOJOKERTO,Jawa Timur,Belum Diketahui,0,0,0,0,20,0
3306 101 2020 03 05 1,3306,05/03/20,BANJIR,PURWOREJO,Jawa Tengah,• Akibat hujan dengan intensitas tinggi,0,0,0,0,215,0
6309 101 2020 03 05 1,6309,05/03/20,BANJIR,TABALONG,Kalimantan Selatan,Belum Diketahui,0,0,0,0,123,0
3402 101 2020 03 05 1,3402,05/03/20,BANJIR,BANTUL,Yogyakarta,Belum Diketahui,0,0,0,0,5,0
3301 101 2020 03 05 1,3301,05/03/20,BANJIR,CILACAP,Jawa Tengah,• Akibat hujan dengan intensitas tinggi,0,0,0,0,60,0
6209 101 2020 03 05 1,6209,05/03/20,BANJIR,KATINGAN,Kalimantan Tengah,• Akibat hujan dengan intensitas tinggi,1,0,0,0,0,0
3302 101 2020 03 05 1,3302,05/03/20,BANJIR,BANYUMAS,Jawa Tengah,Belum Diketahui,0,0,0,0,1,0
3401 101 2020 03 05 1,3401,05/03/20,BANJIR,KULONPROGO,Yogyakarta,Belum Diketahui,0,0,0,0,35,0
6205 101 2020 03 04 1,6205,04/03/20,BANJIR,BARITO UTARA,Kalimantan Tengah,Belum Diketahui,0,0,0,0,35,0
3305 101 2020 03 04 1,3305,04/03/20,BANJIR,KEBUMEN,Jawa Tengah,Belum Diketahui,0,0,0,0,0,0
7107 101 2020 03 04 1,7107,04/03/20,BANJIR,BOLAANG MONGONDOW UTARA,Sulawesi Utara,• Akibat hujan dengan intensitas tinggi menyebabkan salah satu tanggul sungai jebol,2,0,0,7169,0,14
3510 101 2020 03 04 1,3510,04/03/20,BANJIR,BANYUWANGI,Jawa Timur,• Akibat hujan dengan intensitas tinggi,0,0,0,0,0,3
3302 101 2020 03 04 1,3302,04/03/20,BANJIR,BANYUMAS,Jawa Tengah,"• Akibat hujan dengan intensitas sedang yang cukup lama dari Pkl. 15:00 WIB sampai Pkl. 00:00 WIB masih berlanjut, sehingga terjadi tanggul Sungai Angin jebol yang menyebabkan wilayah RW. 04 tergenang air",0,0,0,0,16,0
3511 101 2020 03 04 1,3511,04/03/20,BANJIR,BONDOWOSO,Jawa Timur,• Air tidak dapat menampung debit air sehingga masuk ke pesantren  • Plengsengan di Timur pesantren longsor dan menyumbat selokan sehingga air masuk ke asrama Putri dan menjebol tembok asrama yang menyebabkan 2 korban terhannyut,1,0,1,0,0,0
3324 101 2020 03 04 1,3324,04/03/20,BANJIR,KENDAL,Jawa Tengah,• Akibat hujan dengan intensitas tinggi,0,0,0,1,0,0
8205 101 2020 03 04 1,8205,04/03/20,BANJIR,HALMAHERA UTARA,Maluku Utara,Belum Diketahui,0,0,0,0,35,0
3211 101 2020 03 04 1,3211,04/03/20,BANJIR,SUMEDANG,Jawa Barat,• Akibat curah hujan dengan intensitas tinggi,0,0,0,0,6,0
3204 101 2020 03 04 1,3204,04/03/20,BANJIR,BANDUNG,Jawa Barat,Belum Diketahui,0,0,0,0,1208,0
3514 101 2020 03 04 1,3514,04/03/20,BANJIR,PASURUAN,Jawa Timur,• Akibat hujan dengan intensitas tinggi dan melapnya Sungai Kedunglarang,0,0,0,0,550,0
7101 101 2020 03 04 1,7101,04/03/20,BANJIR,BOLAANG MONGONDOW,Sulawesi Utara,• Akibat hujan disertai struktur tanah yang labil,1,0,0,174,0,6
3404 101 2020 03 03 1,3404,03/03/20,BANJIR,SLEMAN,Yogyakarta,Belum Diketahui,0,0,1,0,22,1
3402 101 2020 03 03 1,3402,03/03/20,BANJIR,BANTUL,Yogyakarta,Belum Diketahui,0,0,0,1,0,2
7204 101 2020 03 03 1,7204,03/03/20,BANJIR,POSO,Sulawesi Tengah,• Akibat hujan dengan intensitas tinggi,0,1,0,132,0,0
3318 101 2020 03 04 1,3318,03/03/20,BANJIR,PATI,Jawa Tengah,• Akibat hujan dengan intensitas tinggi,1,0,0,0,346,0
3516 101 2020 03 03 1,3516,03/03/20,BANJIR,MOJOKERTO,Jawa Timur,• Akibat hujan dengan intensitas tinggi sehingga mengakibatkan peningkatan debit air Avour Sungai Marmoyo atau Sungai Mojowiryo,0,0,0,0,73,2
3209 101 2020 02 029 1,3209,03/03/20,BANJIR,CIREBON,Jawa Barat,• Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0
1312 101 2020 03 03 1,1312,03/03/20,BANJIR,PASAMAN BARAT,Sumatera Barat,• Akibat hujan dengan intensitas tinggi,0,0,0,2,260,0
3323 101 2020 03 03 1,3323,03/03/20,BANJIR,TEMANGGUNG,Jawa Tengah,Belum Diketahui,0,0,0,0,0,1
3312 101 2020 03 02 1,3312,02/03/20,BANJIR,WONOGIRI,Jawa Tengah,• Akibat hujan dengan intensitas tinggi,0,0,0,2,7,0
6201 101 2020 03 02 1,6201,02/03/20,BANJIR,KOTAWARINGIN BARAT,Kalimantan Tengah,• Akibat hujan dengan intensitas tinggi,0,0,0,0,56,6
1871 101 2020 03 02 1,1871,02/03/20,BANJIR,KOTA BANDAR LAMPUNG,Lampung,Belum Diketahui,0,0,0,0,50,0
3311 101 2020 03 02 1,3311,02/03/20,BANJIR,SUKOHARJO,Jawa Tengah,• Akibat hujan dengan intensitas tinggi,0,0,0,0,11,0
3204 101 2020 03 02 1,3204,02/03/20,BANJIR,BANDUNG,Jawa Barat,• Akibat hujan dengan intensitas tinggi,0,0,0,0,89,0
3308 101 2020 03 02 1,3308,02/03/20,BANJIR,MAGELANG,Jawa Tengah,Belum Diketahui,0,0,0,0,10,0
8106 101 2020 03 02 1,8106,02/03/20,BANJIR,SERAM BAGIAN BARAT,Maluku,"• Akibat hujan dengan intensitas tinggi sejak Pkl. 08.00 WIT, mengakibatkan Banjir dan masuk ke pemukiman warga",0,0,0,0,9,0
8205 101 2020 03 02 1,8205,02/03/20,BANJIR,HALMAHERA UTARA,Maluku Utara,• Akibat Hujan deras dan cukup lama mengakibatkan longsor sehingga terjadi patahan,0,0,0,1,196,2
7505 101 2020 03 02 1,7505,02/03/20,BANJIR,GORONTALO UTARA,Gorontalo,Curah hujan yang deras mengguYur Gorontalo Utara,0,0,0,0,0,1
7502 101 2020 03 02 1,7502,02/03/20,BANJIR,GORONTALO,Gorontalo,• Akibat hujan deras disertai angin kencang,0,0,0,0,470,16
5271 101 2020 03 01 1,5271,01/03/20,BANJIR,KOTA MATARAM,Nusa Tenggara Barat,Belum Diketahui,0,0,0,0,0,0
3211 101 2020 03 01 1,3211,01/03/20,BANJIR,SUMEDANG,Jawa Barat,Belum Diketahui,0,0,0,0,50,0
3509 101 2020 03 01 1,3509,01/03/20,BANJIR,JEMBER,Jawa Timur,• Akibat hujan dengan intensitas tinggi,0,0,0,0,752,0
5201 101 2020 03 01 1,5201,01/03/20,BANJIR,LOMBOK BARAT,Nusa Tenggara Barat,• Akibat Hujan lebat yang turun mulai jam 14.00 sampai 20.00 Wita mengakibatkan meluapnya sungai ranjok sehingga terjadinya Bencana Banjir di BTN Bhayangakara,0,0,0,4,191,1
3216 101 2020 03 01 1,3216,01/03/20,BANJIR,BEKASI,Jawa Barat,Belum Diketahui,0,0,0,0,2669,0
3311 101 2020 03 01 1,3311,01/03/20,BANJIR,SUKOHARJO,Jawa Tengah,Belum Diketahui,0,0,0,0,30,0
3508 101 2020 03 01 1,3508,01/03/20,BANJIR,LUMAJANG,Jawa Timur,• Akibat hujan dengan intensitas tinggi,0,0,1,0,1150,0
3301 101 2020 03 01 1,3301,01/03/20,BANJIR,CILACAP,Jawa Tengah,Belum Diketahui,0,0,0,0,0,0
3673 101 2020 03 01 1,3673,01/03/20,BANJIR,KOTA SERANG,Banten,Belum Diketahui,0,0,0,0,9,0
3302 101 2020 02 029 1,3302,29/02/20,BANJIR,BANYUMAS,Jawa Tengah,• Hujan dengan intensitas lebat Luapan anakan sungai kalibener yang masuk lewat gorong2 pembuangan air perumahan,0,0,0,0,22,0
3507 101 2020 02 029 1,3507,29/02/20,BANJIR,MALANG,Jawa Timur,• Akibat hujan dengan intensitas tinggi,0,0,0,0,67,0
3201 101 2020 02 029 1,3201,29/02/20,BANJIR,BOGOR,Jawa Barat,• Akibat hujan deras yang cukup lama sehingga mengakibatkan kali Cibeuteung meluap setinggi 130cm.,0,0,0,0,21,0
3308 101 2020 02 029 1,3308,29/02/20,BANJIR,MAGELANG,Jawa Tengah,• Hujan dengan intensitas lebat mengakibatkan tebil longsor membendung aliran sungai,0,0,0,1,53,0
3374 101 2020 02 029 1,3374,29/02/20,BANJIR,KOTA SEMARANG,Jawa Tengah,Belum Diketahui,0,0,0,0,11,0
3209 101 2020 02 029 1,3209,29/02/20,BANJIR,CIREBON,Jawa Barat,"• Hujan dengan intensitas tinggi yang berlangsung cukup lama, yang mengakibatkan sungai kaligawe meluap serta pembuatan DAM limpas yg tidak berfungsi secara maksimal",0,0,0,0,64,0
6106 101 2020 02 029 1,6106,29/02/20,BANJIR,KETAPANG,Kalimantan Barat,Belum Diketahui,0,0,0,0,1160,0
3522 101 2020 02 029 1,3522,29/02/20,BANJIR,BOJONEGORO,Jawa Timur,Belum Diketahui,0,0,0,0,2,0
3201 101 2020 02 028 1,3201,28/02/20,BANJIR,BOGOR,Jawa Barat,• Hujan dengan intensitas tinggi,0,0,0,0,9,0
6205 101 2020 02 028 1,6205,28/02/20,BANJIR,BARITO UTARA,Kalimantan Tengah,Curah hujan dengan intensitas tinggi mengakibatkan sungai sikui meluap.,0,0,0,0,1,0
3517 101 2020 02 028 1,3517,28/02/20,BANJIR,JOMBANG,Jawa Timur,• Curah Hujan yang tinggi,0,0,0,0,47,0
3211 101 2020 02 028 1,3211,28/02/20,BANJIR,SUMEDANG,Jawa Barat,• Meluapnya sungai Cikeruh akibat hujan di daerah Sukasari dan Tanjungsari,0,0,0,6,697,0
3204 101 2020 02 028 1,3204,28/02/20,BANJIR,BANDUNG,Jawa Barat,Belum Diketahui,0,0,0,0,2452,0
3322 101 2020 02 028 1,3322,28/02/20,BANJIR,SEMARANG,Jawa Tengah,Belum Diketahui,0,0,0,0,5,0
3522 101 2020 02 028 1,3522,28/02/20,BANJIR,BOJONEGORO,Jawa Timur,Belum Diketahui,0,0,0,0,37,0
3208 101 2020 02 028 1,3208,28/02/20,BANJIR,KUNINGAN,Jawa Barat,• Hujan dengan intensitas lebat pada Pukul 15.00 s/d 17.30 WIB sehingga mengakibatkan anak sungai pari meluap.,0,0,0,0,5,0
6210 101 2020 02 028 1,6210,28/02/20,BANJIR,PULANG PISAU,Kalimantan Tengah,• Akibat hujan dengan intensitas tinggi,0,0,0,0,185,0
8106 101 2020 02 027 1,8106,27/02/20,BANJIR,SERAM BAGIAN BARAT,Maluku,"• Akibat hujan dengan intensitas tinggi sejak Pkl. 11.00 WIT, mengakibatkan telaga namaola meluap ke pemukiman warga",0,0,0,0,21,0
3207 101 2020 02 027 1,3207,27/02/20,BANJIR,CIAMIS,Jawa Barat,Belum Diketahui,0,0,0,0,31,0
3516 101 2020 02 027 1,3516,27/02/20,BANJIR,MOJOKERTO,Jawa Timur,Belum Diketahui,0,0,0,0,0,10
3502 101 2020 02 027 1,3502,27/02/20,BANJIR,PONOROGO,Jawa Timur,• Hujan dengan intensitas tinggi,0,0,0,0,21,0
3517 101 2020 02 027 1,3517,27/02/20,BANJIR,JOMBANG,Jawa Timur,Belum Diketahui,0,0,0,0,4,0
3516 101 2020 02 027 1,3516,27/02/20,BANJIR,MOJOKERTO,Jawa Timur,• Hujan dengan intensitas tinggi,0,0,0,0,55,2
3329 101 2020 02 026 1,3329,26/02/20,BANJIR,BREBES,Jawa Tengah,Belum Diketahui,0,0,0,0,27,0
3314 101 2020 02 026 1,3314,26/02/20,BANJIR,SRAGEN,Jawa Tengah,Belum Diketahui,0,0,0,0,1,0
7410 101 2020 02 026 1,7410,26/02/20,BANJIR,KONAWE UTARA,Sulawesi Tenggara,"• Hujan Intensitas Tinggi selama 2 Jam, air bersumber dari gunung yang melalui kali mati serta drainase yang sempit.",0,0,0,50,0,0
3514 101 2020 02 026 1,3514,26/02/20,BANJIR,PASURUAN,Jawa Timur,Belum Diketahui,0,0,0,0,9715,0
