Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Kabupaten,Provinsi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
3309 101 2022 01 023 1,3309,23/01/22,BANJIR,BOYOLALI,Jawa Tengah, Dipicu hujan dengan intensitas tinggi mengakibatkan air Sungai Pepe limpas ke beberapa pemukiman warga,0,0,0,0,3,0
1805 101 2022 01 023 1,1805,23/01/22,BANJIR,LAMPUNG TENGAH,Lampung, Dipicu hujan dengan intensitas tinggi di Kec. Banyumas mengakibatkan banjir kiriman ke Kec. Padang Ratu,0,0,0,0,10,1
1612 101 2022 01 022 1,1612,22/01/22,BANJIR,PENUKAL ABAB LEMATANG ILIR,Sumatera Selatan," Dipicu hujan dengan intensitas tinggi sejak hari Jumat, 21 Januari 2022, Pkl. ± 17:45 WIB s.d Sabtu, 22 Januari 2022, Pkl. ± 07:05 WIB sehingga terjadi luapan air dari sungai sekitar wilayah terdampak pada pkl. 05:15 WIB",0,0,0,0,2436,0
1704 101 2022 01 022 1,1704,22/01/22,BANJIR,KAUR,Bengkulu,Dipicu hujan dengan intensitas tinggi,0,0,0,0,26,0
3329 101 2022 01 021 1,3329,21/01/22,BANJIR,BREBES,Jawa Tengah,Hujan dengan intensitas ringan hingga besar dari pkl  16.45 - 23.15 WIB yang menyebabkan Irigasi Sekunder Pemali juana yang ada di desa karangbale meluap,0,0,0,0,60,0
3372 101 2022 01 021 1,3372,21/01/22,BANJIR,KOTA SURAKARTA,Jawa Tengah,"Hujan Deras yang mengguyur Kota  Surakarta dan sekitarnya mengakibatkan  meluapnya Sungai Jenes, dan kondisi saat  ini Kota Surakarta dan Kabupaten Boyolali  masih hujan dengan intensitas sedang",0,0,0,0,129,0
3311 101 2022 01 021 1,3311,21/01/22,BANJIR,SUKOHARJO,Jawa Tengah,Hujan  lebat disertai Angin yg cukup kencang  yang melanda di beberapa Wilayah,0,0,0,0,131,0
3209 101 2022 01 021 1,3209,21/01/22,BANJIR,CIREBON,Jawa Barat,Dipicu hujan dengan intensitas tinggi dan durasi yang lama menyebabkan meluapnya Sungai Ciberes dan beberapa irigasi. Air mulai masuk ke wilayah pemukiman pada pukul 19.00 WIB.,0,0,0,0,3108,0
3310 101 2022 01 020 1,3310,20/01/22,BANJIR,KLATEN,Jawa Tengah,dipicu akibat hujan dengan intensitas sedang hingga lebat yang terjadi di Kab. Klaten dan menyebabkan banjir limpasan dan berdampak pada rumah warga,0,0,0,0,9,0
1801 101 2022 01 020 1,1801,20/01/22,BANJIR,LAMPUNG BARAT,Lampung, Dipicu tingginya intensitas curah hujan di wilayah Kecamatan Balik Bukit dan sekitarnya yang terjadi pada siang hingga malam hari menyebabkan air meluap setinggi ± 60 cm dan merendam 3 (tiga) unit rumah milik warga setempat salah satunya milik Camat Sukau Bapak Hadi Sutanto.,0,0,0,0,3,0
5303 101 2022 01 020 1,5303,20/01/22,BANJIR,KUPANG,Nusa Tenggara Timur,dipicu akibat hujan dengan intensitas sedang hingga lebat di wilayah Kab. Kupang,0,0,0,0,21,0
3506 101 2022 01 020 1,3506,20/01/22,BANJIR,KEDIRI,Jawa Timur,"Dipicu hujan dgn intensitas sedang hingga lebat di beberapa wilayah , berakibat meluapnya air sungai Hardisingat",0,0,0,0,200,0
3318 101 2022 01 020 1,3318,20/01/22,BANJIR,PATI,Jawa Tengah,dipicu akibat hujan dengan intensitas lebat di wilayah Kab. Pati,0,0,0,0,9,0
3509 101 2022 01 020 1,3509,20/01/22,BANJIR,JEMBER,Jawa Timur,hujan dgn intensitas sedang hingga lebat di beberapa wilayah akibat meluapnya sungai Petung.,0,0,0,15,260,5
3517 101 2022 01 020 1,3517,20/01/22,BANJIR,JOMBANG,Jawa Timur,dipicu akibat hujan dengan intensitas sedang hingga lebat yang terjadi sejak sore hari yang mengakibatkan meluapnya Sungai Pancir dan Sungai Catak Banteng dan menggenangi rumah warga,0,0,0,0,2140,0
3375 101 2022 01 020 1,3375,20/01/22,BANJIR,KOTA PEKALONGAN,Jawa Tengah, Dipicu hujan dengan intensitas tinggi dan meluapnya air Sungai  loji yg melewati  kota pekalongan meluap khususnya di wilayah Kauman,0,0,0,0,0,0
3514 101 2022 01 020 1,3514,20/01/22,BANJIR,PASURUAN,Jawa Timur,"Hujan sedang hingga lebat, sehingga pada pukul 20.30 wib Das welang mulai meluber.",0,0,0,0,200,0
3315 101 2022 01 020 1,3315,20/01/22,BANJIR,GROBOGAN,Jawa Tengah,dipicu akibat hujan dengan intensitas lebat yang terjadi di wilayah Kab. Grobogan,0,0,0,0,0,2
3514 101 2022 01 020 1,3514,20/01/22,BANJIR,PASURUAN,Jawa Timur,dipicu akibat hujan dengan intensitas sedang hingga lebat dan mengakibatkan meluapnya Sungai Welang,0,0,0,0,15,0
3315 101 2022 01 019 1,3315,19/01/22,BANJIR,GROBOGAN,Jawa Tengah,Dipicu akibat hujan dengan intensitas lebat di Pegunungan Kendeng Selatan dan mengakibatkan aliran Sungai Tempuran meluap,0,0,0,0,11,0
3275 101 2022 01 019 1,3275,19/01/22,BANJIR,KOTA BEKASI,Jawa Barat,dipicu akibat hujan dengan intensitas lebat dan disertai angin kencang yang terjadi di wilayah Kota Bekasi,0,0,0,0,125,0
3374 101 2022 01 019 1,3374,19/01/22,BANJIR,KOTA SEMARANG,Jawa Tengah,"dipicu akibat hujan dengan intensitas sedang hingga lebat disertai angin kencang di wilayah Kota Semarang menyebabkan banjir, tanah longsor dan angin kencang.",0,0,2,3,4,0
5319 101 2022 01 019 1,5319,19/01/22,BANJIR,MANGGARAI TIMUR,Nusa Tenggara Timur,Dipicu akibat curah hujan dengan intensitas sedang hingga lebat yang terjadi di wilayah Kab. Manggarai Timur dan menyebabkan banjir di Kec. Borng,0,0,0,0,35,0
3519 101 2022 01 019 1,3519,19/01/22,BANJIR,MADIUN,Jawa Timur,dipicu akibat hujan dengan intensitas lebat yang terjadi di wilayah Kab. Madiun,0,0,0,0,160,0
3509 101 2022 01 019 1,3509,19/01/22,BANJIR,JEMBER,Jawa Timur,"dipicu akibat hujan dengan intensitas sedang hingga lebat di Kec, Patrang dan menyebabkan banjir",0,0,0,0,40,0
3376 101 2022 01 019 1,3376,19/01/22,BANJIR,KOTA TEGAL,Jawa Tengah,Dipicu oleh intensitas curah hujan yang cukup tinggi dan wilayah terdampak merupakan wilayah paling dataran paling rendah,0,0,0,0,35,0
3301 101 2022 01 019 1,3301,19/01/22,BANJIR,CILACAP,Jawa Tengah,dipicu akibat hujan dengan intensitas sedang hingga lebat yang terjadi di wilayah Kab. Cilacap dan menyebabkan banjir genangan,0,0,0,0,158,0
3326 101 2022 01 019 1,3326,19/01/22,BANJIR,PEKALONGAN,Jawa Tengah,Dipicu hujan dengan intensitas tinggi dan meluapnya Sungai Sengkarang,0,0,0,10,747,0
3325 101 2022 01 019 1,3325,19/01/22,BANJIR,BATANG,Jawa Tengah,Dipicu akibat hujan dengan intensitas lebat  menyebabkan meluapnya Sungai Sambong dan menggenangi pemukiman warga,0,0,0,0,50,0
5311 101 2022 01 018 1,5311,18/01/22,BANJIR,ENDE,Nusa Tenggara Timur,dipicu akibat cuaca ekstrim yang terjadi di wilayah Kab. Ende dan  mengakibatkan banjir dan longsor serta angin kencang yang menyebabkan pohon tumbang,0,0,0,7,10,12
5103 101 2022 01 018 1,5103,18/01/22,BANJIR,BADUNG,Bali,Dipicu Hujan dengan intensitas tinggi yang disertai angin kencang,0,0,0,0,1,0
6311 101 2022 01 018 1,6311,18/01/22,BANJIR,BALANGAN,Kalimantan Selatan,"Hujan yang tinggi sehingga membuat meluapnya anak Sungai yang ada di daerah tersebut, sehingga membuat tergenang nya beberapa halaman rmh warga di Desa Mihu dan Desa Bata",0,0,0,0,80,0
3216 101 2022 01 018 1,3216,18/01/22,BANJIR,BEKASI,Jawa Barat,Dipicu hujan dengan intensitas tinggi,0,0,0,0,3010,0
3314 101 2022 01 018 1,3314,18/01/22,BANJIR,SRAGEN,Jawa Tengah,dipicu akibat hujan dengan intensitas lebat disertai angin kencang di wilayah Kab. Sragen,0,0,0,0,164,0
3215 101 2022 01 018 1,3215,18/01/22,BANJIR,KARAWANG,Jawa Barat,dipicu akibat hujan dengan intensitas lebat dan disertai angin kencang yang terjadi di wilayah Kab. Karawang,0,0,0,0,2560,0
3328 101 2022 01 018 1,3328,18/01/22,BANJIR,TEGAL,Jawa Tengah,dipicu akibat hujan dengan intensitas sedang hingga lebat yang terjadi di wilayah Kab. Tegal,0,0,0,1,0,0
1118 101 2022 01 018 1,1118,18/01/22,BANJIR,PIDIE JAYA,Aceh, Dipicu hujan dengan intensitas yang cukup tinggi menyebabkan air luapan dan genangan di beberapa lokasi di Kab. Pidie Jaya,0,0,0,0,3331,0
3575 101 2022 01 018 1,3575,18/01/22,BANJIR,KOTA PASURUAN,Jawa Timur,dipicu akibat hujan dengan intensitas sedang hingga lebat yang terjadi di wilayah Kota Pasuruan,0,0,0,0,18,0
1109 101 2022 01 017 1,1109,17/01/22,BANJIR,PIDIE,Aceh," Dipicu Hujan dengan intensitas tinggi yang melanda wilayah Kabupaten Pidie, sehingga menimbulkan banjir dan longsor",0,0,0,2,169,0
3374 101 2022 01 017 1,3374,17/01/22,BANJIR,KOTA SEMARANG,Jawa Tengah,Dipicu oleh intensitas curah hujan yang cukup tinggi mengakibatkan tanggul sungai Beringin jebol dan menggenangi rumah warga,0,0,0,0,495,0
3509 101 2022 01 017 1,3509,17/01/22,BANJIR,JEMBER,Jawa Timur, Dipicu hujan dengan intensitas yang cukup tinggi,0,0,0,0,45,0
5303 101 2022 01 017 1,5303,17/01/22,BANJIR,KUPANG,Nusa Tenggara Timur, Dipicu hujan dengan intensitas yang cukup tinggi,0,0,0,0,24,0
6108 101 2022 01 017 1,6108,17/01/22,BANJIR,KAPUAS HULU,Kalimantan Barat, Dipicu hujan dengan intensitas curah hujan yang cukup tinggi selama beberapa hari sehingga sungai meluap dan mengakibatkan banjir di 16 Desa di 4 Kecamatan,0,0,0,0,150,0
7202 101 2022 01 016 1,7202,16/01/22,BANJIR,BANGGAI,Sulawesi Tengah,Dipicu oleh cuaca ekstrim mengakibatkan curah hujan cukup tinggi dan merata,0,0,0,28,0,0
6311 101 2022 01 016 1,6311,16/01/22,BANJIR,BALANGAN,Kalimantan Selatan,Dipicu hujan dengan intensitas tinggi menyebabkan air sungai meluap dan menggenangi rumah warga,0,0,0,0,434,0
8205 101 2022 01 016 1,8205,16/01/22,BANJIR,HALMAHERA UTARA,Maluku Utara,Dipicu curah hujan yang cukup tinggi pada malam sampai pagi hari menyebabkan banjir dan tanah longsor,0,0,0,1,0,0
3320 101 2022 01 016 1,3320,16/01/22,BANJIR,JEPARA,Jawa Tengah,Dipicu oleh Hujan lebat yang terjadi sejak malam hari di wilayah Desa Sumberejo dan Ds. Klering Mengakibatkan banjir dan tanah longsor.,0,0,0,0,268,0
3301 101 2022 01 015 1,3301,15/01/22,BANJIR,CILACAP,Jawa Tengah,Hujan dengan intensitas sedang s.d deras dan lama,0,0,0,0,136,0
7403 101 2022 01 015 1,7403,15/01/22,BANJIR,KONAWE,Sulawesi Tenggara,"Dipicu hujan yang terjadi pada pukul 16.00 Wita  menyebabkan beberapa Desa Di Kec.  Besulutu terendam banjir. Penyebab akibat adanya sumbatan di hilir kali sehingga air meluap dan Pkl. 17.00 Wita memasuki pemukiman. Banjir membawa material berupa lumpur, ranting2 kayu dan sampah. Ketinggian air berkisar 40-60 cm",0,0,0,0,52,0
6409 101 2022 01 014 1,6409,14/01/22,BANJIR,PENAJAM PASER UTARA,Kalimantan Timur, Hujan dengan intensitas lebat hingga sedang,0,0,0,0,7,0
6108 101 2022 01 014 1,6108,14/01/22,BANJIR,KAPUAS HULU,Kalimantan Barat, Dipicu curah hujan yang tinggi selama beberapa hari sehingga sungai meluap dan mengakibatkan banjir,0,0,0,0,287,0
3215 101 2022 01 013 1,3215,13/01/22,BANJIR,KARAWANG,Jawa Barat,Dipicu hujan dengan intensitas tinggi mengakibatkan meluapnya sungai Cibeet dan Cidawolong,0,0,0,0,398,0
3205 101 2022 01 013 1,3205,13/01/22,BANJIR,GARUT,Jawa Barat,"Hujan dengan intensitas tinggi dari hulu sungai Kampung Cilame dan Babakan Munjul Desa Mekarsari dan Putrajawa  Kecamatan Selaawi pada hari Kamis, 13 Januari 2022 pukul 14.00 s/d 20.00 Wib debit air meningkat/meluap",0,0,0,7,5,0
1110 101 2022 01 013 1,1110,13/01/22,BANJIR,BIREUEN,Aceh,Banjir luapan sungai telah mengakibatkan 12 Gampong dari 2 Kecamatan di Kabupaten Bireuen terendam air setinggi 50-100 cm. Kejadian ini terjadi tepatnya dini hari tadi (13/1) sekira pukul 02:00 WIB.,0,0,0,0,897,0
3210 101 2022 01 013 1,3210,13/01/22,BANJIR,MAJALENGKA,Jawa Barat,"Dipicu hujan Intensitas Sedang – Tinggi, telah terjadi Luapan Air Sungai yang diakibatkan oleh sampah dan dahan pohon di bawah jembatan yang mengakibatkan kerusakan",0,0,0,1,0,0
6403 101 2022 01 013 1,6403,13/01/22,BANJIR,KUTAI KERTANEGARA,Kalimantan Timur, Dipicu hujan dengan intensitas tinggi dan meluapnya sungai wahau,0,0,0,0,249,0
3509 101 2022 01 013 1,3509,13/01/22,BANJIR,JEMBER,Jawa Timur,Hujan intensitas deras disertai angin kencang,0,0,0,0,703,0
6101 101 2022 01 013 1,6101,13/01/22,BANJIR,SAMBAS,Kalimantan Barat,Hujan denga intensitas tinggi dari malam hingga pagi hari maka air di kawasan wisata alam tidak dapat menampung debet air yang cukup besar sehingga meluap ke Sungai Sempayang dan meluas ke wilayah Dusun Senipahan desa Santaban.,0,0,0,0,86,0
1612 101 2022 01 013 1,1612,13/01/22,BANJIR,PENUKAL ABAB LEMATANG ILIR,Sumatera Selatan,Meluapnya Air Sungai lematang akibat Tingginya Curah Hujan dan kiriman dari hulu Sungai,0,0,0,0,450,0
3604 101 2022 01 012 1,3604,12/01/22,BANJIR,SERANG,Banten,Hujan yang mengguyur wilayah tersebut dengan intensitas Tinggi yang menyebabkan tersumbatnya drainase sehingga beberapa rumah tergenang.,0,0,0,0,54,0
3503 101 2022 01 012 1,3503,12/01/22,BANJIR,TRENGGALEK,Jawa Timur,Hujan dengan intensitas lebat hingga sedang,0,0,0,0,1,0
1118 101 2022 01 012 1,1118,12/01/22,BANJIR,PIDIE JAYA,Aceh,Akibat curah hujan dengan intensitas tinggi di Kabupaten Pidie Jaya sehingga meluapnya air ke pemukiman warga.,0,0,0,0,0,0
3301 101 2022 01 012 1,3301,12/01/22,BANJIR,CILACAP,Jawa Tengah,Hujan dengan intensitas sedang s.d deras dan lama,0,0,0,0,159,0
3512 101 2022 01 011 1,3512,11/01/22,BANJIR,SITUBONDO,Jawa Timur,Dipicu akibat hujan dengan intensitas lebat dan meluapnya sungai dan menggenangi rumah warga,0,0,0,0,3,0
3305 101 2022 01 011 1,3305,11/01/22,BANJIR,KEBUMEN,Jawa Tengah,Dipicu akibat hujan dengan intensitas lebat dan meluapnya aliran sungai,0,0,0,1,0,0
3322 101 2022 01 011 1,3322,11/01/22,BANJIR,SEMARANG,Jawa Tengah,Dipicu akibat hujan dengan intensitas sedang hingga lebat disertai angin kencang yang terjadi di wilayah Kab. Semarang,0,0,0,7,0,0
1901 101 2022 01 011 1,1901,11/01/22,BANJIR,BANGKA,Kepulauan Bangka Belitung,Curah hujan tinggi dari hari senin s.d hari Selasa,0,0,0,0,0,0
6303 101 2022 01 011 1,6303,11/01/22,BANJIR,BANJAR,Kalimantan Selatan,Dipicu hujan dengan intensitas tinggi dan meluapnya air Sungai Riam Kiwa,0,0,0,0,4970,0
3604 101 2022 01 011 1,3604,11/01/22,BANJIR,SERANG,Banten, Dipicu oleh curah hujan dengan intensitas sedang hingga lebat dan mengakibatkan Sungai Cikondang Meluap dan membawa material yang menyebabkan tersumbatnya saluran drainase,0,0,0,0,30,0
1811 101 2022 01 011 1,1811,11/01/22,BANJIR,MESUJI,Lampung,Dipicu akibat hujan dengan intensitas ringan hingga lebat yang terjadi di wilayah Kab. Mesuji,0,0,0,0,383,0
6306 101 2022 01 011 1,6306,11/01/22,BANJIR,HULU SUNGAI SELATAN,Kalimantan Selatan,Dipicu akibat hujan dengan intensitas sedang hingga lebat dan kondisi tanah yang labil dan terjadi Banjir luapan dan longsor,0,0,0,0,0,0
5201 101 2022 01 011 1,5201,11/01/22,BANJIR,LOMBOK BARAT,Nusa Tenggara Barat,Dipicu hujan dengan intensitas ringan hingga lebat dan kondisi tanah yang labil,0,0,0,0,0,0
6307 101 2022 01 011 1,6307,11/01/22,BANJIR,HULU SUNGAI TENGAH,Kalimantan Selatan,Dipicu akibat hujan dengan intensitas sedang hingga lebat yang terjadi di wilayah Kab. HST dan menyebabkan banjir genangan,0,0,0,0,454,0
3301 101 2022 01 011 1,3301,11/01/22,BANJIR,CILACAP,Jawa Tengah,Dipicu akibat hujan dengan intensitas tinggi dan disertai angin kencang yang terjadi di wilayah Kab. Cilacap dan meluapnya Sungai Cidurian,0,0,0,1,0,0
3208 101 2022 01 010 1,3208,10/01/22,BANJIR,KUNINGAN,Jawa Barat,Dipicu akibat hujan dengan intensitas lebat yang terjadi di wilayah Kab. Kuningan dan meluapnya Sungai Cileuya dan Sungai Cikere,0,0,0,0,19,0
3514 101 2022 01 010 1,3514,10/01/22,BANJIR,PASURUAN,Jawa Timur,"Dipicu oleh intensitas hujan lebat di wilayah hulu meliputi yang menyebabkan meluapnya Sungai Petung yang berdampak di Kec. Gondang Wetang, Sungai Kedung Larangan di Kec. Bangil dan Sungai Welang di Kec. Kraton",0,0,0,0,368,0
3514 101 2022 01 010 1,3514,10/01/22,BANJIR,PASURUAN,Jawa Timur,Dipicu oleh hujan dengan intensitas lebat dan angin kencang yang terjadi di wilayah Kab. Pasuruan,0,0,0,9,6908,0
3271 101 2022 01 010 1,3271,10/01/22,BANJIR,KOTA BOGOR,Jawa Barat, Dipicu oleh curah hujan dengan intensitas sedang hingga lebat dan kondisi tanah yang labil,0,0,0,0,1,1
1402 101 2022 01 010 1,1402,10/01/22,BANJIR,INDRAGIRI HULU,Riau,Dipicu oleh curah hujan dengan intensitas sedang hingga lebat dan meluapnya DAS Anak Sungai Kuning,0,0,0,0,43,0
3209 101 2022 01 010 1,3209,10/01/22,BANJIR,CIREBON,Jawa Barat,Dipicu oleh intensitas hujan yang tinggi dan dalam durasi yang cukup lama,0,0,0,0,719,0
1402 101 2022 01 010 1,1402,10/01/22,BANJIR,INDRAGIRI HULU,Riau,Intensitas hujan yang tinggi,0,0,0,0,60,0
1116 101 2022 01 010 1,1116,10/01/22,BANJIR,ACEH JAYA,Aceh, Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,299,0
1308 101 2022 01 010 1,1308,10/01/22,BANJIR,LIMA PULUH KOTA,Sumatera Barat, Dipicu oleh curah hujan dengan intensitas sedang hingga lebat,0,0,0,0,11,0
3208 101 2022 01 010 1,3208,10/01/22,BANJIR,KUNINGAN,Jawa Barat, Dipicu oleh curah hujan dengan intensitas sedang hingga lebat dan mengakibatkan Sungai Cikondang Meluap dan membawa material yang menyebabkan tersumbatnya saluran drainase,0,0,0,0,9,0
1403 101 2022 01 010 1,1403,10/01/22,BANJIR,INDRAGIRI HILIR,Riau, Dipicu oleh curah hujan dengan intensitas sedang hingga lebat dan meluapnya DAS Anak Sungai Kuning,0,0,0,0,0,0
3516 101 2022 01 09 1,3516,09/01/22,BANJIR,MOJOKERTO,Jawa Timur,Dipicu oleh intensitas curah hujan yang cukup tinggi mengakibatkan sungai sadar meluap,0,0,0,0,7,0
1101 101 2022 01 09 1,1101,09/01/22,BANJIR,SIMEULUE,Aceh, Dipicu oleh intensitas   hujan cukup tinggi yang mengguyur Kabupaten Simeulue semenjak dini hari,0,0,0,0,249,0
1112 101 2022 01 09 1,1112,09/01/22,BANJIR,ACEH BARAT DAYA,Aceh, Dipicu oleh curah hujan dengan intensitas sedang hingga lebat dengan durasi cukup lama dan terjadi banjir di 4 Desa,0,0,0,0,50,0
3509 101 2022 01 09 1,3509,09/01/22,BANJIR,JEMBER,Jawa Timur,Dipicu hujan dengan intensitas tinggi,3,0,0,10,557,0
5107 101 2022 01 09 1,5107,09/01/22,BANJIR,KARANGASEM,Bali, Dipicu oleh curah hujan dengan intensitas sedang hingga lebat disertai kondisi tanah yang labil dan menyebabkan longsor,0,0,0,4,0,0
1303 101 2022 01 08 1,1303,09/01/22,BANJIR,SOLOK,Sumatera Barat,Dipicu oleh intensitas hujan yang cukup tinggi,0,0,0,3,21,0
3210 101 2022 01 09 1,3210,09/01/22,BANJIR,MAJALENGKA,Jawa Barat, Dipicu oleh curah hujan dengan intensitas sedang hingga lebat dan kondisi tanah yang labil,0,0,0,0,8,0
9403 101 2022 01 09 1,9403,09/01/22,BANJIR,JAYAPURA,Papua,"Dipicu oleh curah hujan dengan intensitas tinggi pada hari Sabtu sore tgl 08 Januari hingga Minggu, 09 Januari 2022  dan mulai banjir Pkl. 02.00 WIT",0,0,0,0,1251,0
3275 101 2022 01 09 1,3275,09/01/22,BANJIR,KOTA BEKASI,Jawa Barat,Dipicu hujan dengan intensitas tinggi,0,0,0,0,0,0
3511 101 2022 01 09 1,3511,09/01/22,BANJIR,BONDOWOSO,Jawa Timur,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,2,0
3514 101 2022 01 09 1,3514,09/01/22,BANJIR,PASURUAN,Jawa Timur,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,1,676,0
6501 101 2022 01 09 1,6501,09/01/22,BANJIR,MALINAU,Kalimantan Utara,Dipicu hujan dengan intensitas tinggi,0,0,0,0,571,0
1610 101 2022 01 09 1,1610,09/01/22,BANJIR,OGAN ILIR,Sumatera Selatan, Dipicu akibat aliran sungai yang deras disebabkan oleh curah hujan dengan intensitas lebat,0,0,0,1,0,0
7503 101 2022 01 08 1,7503,08/01/22,BANJIR,POHUWATO,Gorontalo,"Dipicu oleh hujan dengan intensitas lebat dan angin kencang yang terjadi di wilayah Kab, Gorontalo",0,0,0,0,182,1
6311 101 2022 01 07 1,6311,07/01/22,BANJIR,BALANGAN,Kalimantan Selatan, Dipicu hujan dengan intensitas tinggi mengakibatkan anak sungai yang ada di desa  Kaladan dan Sei Batung meluap,0,0,0,0,93,0
9403 101 2022 01 07 1,9403,07/01/22,BANJIR,JAYAPURA,Papua, Dipicu hujan dengan intensitas tinggi mengakibatkan meluapnya Kali Menanti dan Kali Makanway,0,0,0,0,59,0
6409 101 2022 01 07 1,6409,07/01/22,BANJIR,PENAJAM PASER UTARA,Kalimantan Timur, Dipicu hujan dengan intensitas tinggi disertai air sungai meluap,0,0,0,0,22,0
3204 101 2022 01 07 1,3204,07/01/22,BANJIR,BANDUNG,Jawa Barat,Dipicu hujan dengan intensitas tinggi,0,0,0,2,0,0
3211 101 2022 01 07 1,3211,07/01/22,BANJIR,SUMEDANG,Jawa Barat, Dipicu hujan dengan intensitas tinggi mengguyur wilayah jatinangor dari hilir hingga hulu (Gunung manglayang). Mengakibatkan debit air meningkat,0,0,1,0,11,0
3526 101 2022 01 07 1,3526,07/01/22,BANJIR,BANGKALAN,Jawa Timur,"Intensitas hujan tinggi pada hari Kamis, 06 Januari 2022, pkl. 17.00 s/d 23.00 WIB di Dsn. Laok Songai dan Dsn. Kauman, Ds. Blega, Kec. Blega mengakibatkan Sungai Blega meluap dan mengenangai rumah warga pada pkl. 06.00 WIB (07/01)",0,0,0,0,122,0
1808 101 2022 01 07 1,1808,07/01/22,BANJIR,TULANG BAWANG,Lampung,Dipicu oleh intensitas curah hujan yang cukup tinggi di hulu sungai Pidada,0,0,0,0,249,0
8207 101 2022 01 06 1,8207,06/01/22,BANJIR,PULAU MOROTAI,Maluku Utara,Dipicu hujan deras dengan intensitas tinggi sehingga menyebabkan beberapa sungai meluap,0,0,0,0,225,0
1811 101 2022 01 06 1,1811,06/01/22,BANJIR,MESUJI,Lampung,Dipicu hujan dengan intensitas tinggi dan kondisi tanah yang labil,0,0,0,0,173,0
3209 101 2022 01 06 1,3209,06/01/22,BANJIR,CIREBON,Jawa Barat," Dipicu hujan dengan intensitas tinggi sehingga menyebabkan meluapnya Sungai Temyang, Sungai Pulasaren dan adanya tanggul yang jebol",0,0,0,2,138,0
1172 101 2022 01 06 1,1172,06/01/22,BANJIR,KOTA SABANG,Aceh,Dipicu hujan dengan intensitas tinggi,0,0,0,0,5,0
5310 101 2022 01 06 1,5310,06/01/22,BANJIR,SIKKA,Nusa Tenggara Timur, Dipicu hujan dengan intensitas tinggi l,0,0,0,0,16,0
3374 101 2022 01 06 1,3374,06/01/22,BANJIR,KOTA SEMARANG,Jawa Tengah,Dipicu hujan dengan intensitas tinggi dan struktur tanah yang labil,0,0,0,1,0,0
9471 101 2022 01 06 1,9471,06/01/22,BANJIR,KOTA JAYAPURA,Papua,Dipicu hujan dengan intensitas tinggi,8,0,17,1529,0,0
1903 101 2022 01 05 1,1903,05/01/22,BANJIR,BANGKA BARAT,Kepulauan Bangka Belitung,Curah hujan tinggi dan pasang surut air laut,0,0,0,0,0,0
1174 101 2022 01 05 1,1174,05/01/22,BANJIR,KOTA LHOKSEUMAWE,Aceh,Kec. Blang Mangat Ds. Blang Wee Baroh Ds. Kumbang Punteut Ds. Hasan Kareng Ds. Mane Kareng Kec.  Muara Satu Ds. Cot Tring Ds. Ujong Pacu,0,0,0,0,631,0
1275 101 2022 01 05 1,1275,05/01/22,BANJIR,KOTA MEDAN,Sumatera Utara, Dipicu oleh hujan dengan intensitas tinggi di daerah pegunungan dan sebagian daerah Kota medan mengakibatkan kenaikan Tinggi Muka Air Daerah Aliran Sungai (TMA-DAS) Deli dan menggenangi pemukiman warga,0,0,0,0,342,0
1802 101 2022 01 05 1,1802,05/01/22,BANJIR,TANGGAMUS,Lampung, Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,70,0
5303 101 2022 01 05 1,5303,05/01/22,BANJIR,KUPANG,Nusa Tenggara Timur, Dipicu hujan yang tinggi terjadi di kecamatan Amabi Oefeto kabupaten Kupang yang terjadi dari tanggal sejak 26 Desember 2021 hingga tanggal 5 Januari 2022 mengakibatkan terjadi Banjir yang membuat 15 rumah warga di RT.01 dan RT.03 Desa Niunbaun terendam banjir,0,0,0,15,0,0
