latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-2.9000015,119.30002,1591.0,25200,Asia/Bangkok,+07

time,weathercode (wmo code),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm)
2021-05-03,61,18.4,4.60,4.60
2021-05-04,55,18.5,3.60,3.60
2021-05-05,63,18.5,11.40,11.40
2021-05-06,65,18.1,125.50,125.50
2021-05-07,63,17.7,21.60,21.60
2021-05-08,53,17.7,7.80,7.80
2021-05-09,63,17.8,18.00,18.00
2021-05-10,63,18.3,14.80,14.80
2021-05-11,53,18.9,2.00,2.00
2021-05-12,63,19.3,4.70,4.70
2021-05-13,63,18.9,12.60,12.60
2021-05-14,65,18.9,31.70,31.70
2021-05-15,63,18.9,9.90,9.90
2021-05-16,63,18.5,19.10,19.10
2021-05-17,63,18.2,41.10,41.10
2021-05-18,53,18.6,4.90,4.90
2021-05-19,51,18.7,0.40,0.40
2021-05-20,53,18.6,1.80,1.80
2021-05-21,51,18.3,1.10,1.10
2021-05-22,51,18.1,1.50,1.50
2021-05-23,61,18.0,5.30,5.30
2021-05-24,63,18.5,28.30,28.30
2021-05-25,63,18.2,25.90,25.90
2021-05-26,63,18.1,10.60,10.60
2021-05-27,61,18.7,3.00,3.00
2021-05-28,3,18.8,0.00,0.00
2021-05-29,51,18.9,1.10,1.10
2021-05-30,51,18.9,1.00,1.00
2021-05-31,51,18.5,0.90,0.90
2021-06-01,3,19.1,0.00,0.00
2021-06-02,51,19.0,0.20,0.20
2021-06-03,1,18.8,0.00,0.00
2021-06-04,51,18.7,1.10,1.10
2021-06-05,63,18.4,12.40,12.40
2021-06-06,63,18.4,26.50,26.50
2021-06-07,63,18.5,24.30,24.30
2021-06-08,51,18.1,0.40,0.40
2021-06-09,51,18.3,0.20,0.20
2021-06-10,53,18.1,2.10,2.10
2021-06-11,51,18.2,1.20,1.20
2021-06-12,53,17.8,3.50,3.50
2021-06-13,63,17.2,17.20,17.20
2021-06-14,63,17.2,27.60,27.60
2021-06-15,61,16.9,15.50,15.50
2021-06-16,63,17.6,8.50,8.50
2021-06-17,53,17.4,2.10,2.10
2021-06-18,63,16.5,31.00,31.00
2021-06-19,65,16.9,35.10,35.10
2021-06-20,63,16.8,16.80,16.80
2021-06-21,63,17.0,16.10,16.10
2021-06-22,63,17.1,11.90,11.90
2021-06-23,63,17.5,9.80,9.80
2021-06-24,63,17.3,12.80,12.80
2021-06-25,63,17.2,15.30,15.30
2021-06-26,63,17.6,11.60,11.60
2021-06-27,63,17.4,9.10,9.10
2021-06-28,63,17.0,5.90,5.90
2021-06-29,63,17.3,14.90,14.90
2021-06-30,63,17.5,10.40,10.40
2021-07-01,63,17.2,18.60,18.60
2021-07-02,63,16.7,59.60,59.60
2021-07-03,61,17.3,21.90,21.90
2021-07-04,51,17.6,1.40,1.40
2021-07-05,3,17.7,0.00,0.00
2021-07-06,65,17.0,16.20,16.20
2021-07-07,65,17.2,16.90,16.90
2021-07-08,63,17.4,48.90,48.90
2021-07-09,63,17.2,18.70,18.70
2021-07-10,53,18.0,1.70,1.70
2021-07-11,63,17.8,20.30,20.30
2021-07-12,63,17.8,15.30,15.30
2021-07-13,61,18.1,7.00,7.00
2021-07-14,63,17.4,18.70,18.70
2021-07-15,63,17.1,57.20,57.20
2021-07-16,63,16.9,24.30,24.30
2021-07-17,61,16.7,11.80,11.80
2021-07-18,3,18.6,0.00,0.00
2021-07-19,53,18.5,1.20,1.20
2021-07-20,53,17.8,2.90,2.90
2021-07-21,63,16.6,28.60,28.60
2021-07-22,61,16.3,21.50,21.50
2021-07-23,63,18.0,5.10,5.10
2021-07-24,51,18.5,0.10,0.10
2021-07-25,3,18.3,0.00,0.00
2021-07-26,51,17.4,0.60,0.60
2021-07-27,51,18.5,0.30,0.30
2021-07-28,53,18.3,1.10,1.10
2021-07-29,51,18.2,0.30,0.30
2021-07-30,61,17.7,7.70,7.70
2021-07-31,63,17.4,14.40,14.40
2021-08-01,63,17.5,23.90,23.90
2021-08-02,63,17.6,24.40,24.40
2021-08-03,63,17.6,22.50,22.50
2021-08-04,61,18.2,8.70,8.70
2021-08-05,63,17.6,11.90,11.90
2021-08-06,63,17.4,17.40,17.40
2021-08-07,63,17.7,11.20,11.20
2021-08-08,51,17.8,1.50,1.50
2021-08-09,61,17.8,4.10,4.10
2021-08-10,63,17.6,10.80,10.80
2021-08-11,63,17.9,5.50,5.50
2021-08-12,61,17.7,5.30,5.30
2021-08-13,65,17.7,12.60,12.60
2021-08-14,2,18.1,0.00,0.00
2021-08-15,1,18.2,0.00,0.00
2021-08-16,63,17.9,8.50,8.50
2021-08-17,65,17.4,17.10,17.10
2021-08-18,61,17.7,11.60,11.60
2021-08-19,63,17.6,15.80,15.80
2021-08-20,63,17.2,18.90,18.90
2021-08-21,63,17.2,21.70,21.70
2021-08-22,63,17.0,28.10,28.10
2021-08-23,53,17.3,2.60,2.60
2021-08-24,63,17.1,22.80,22.80
2021-08-25,63,17.3,17.70,17.70
2021-08-26,61,17.3,6.90,6.90
2021-08-27,63,17.3,21.80,21.80
2021-08-28,63,17.2,31.40,31.40
2021-08-29,63,17.6,22.10,22.10
2021-08-30,63,16.9,14.30,14.30
2021-08-31,63,17.5,18.50,18.50
2021-09-01,63,17.6,11.00,11.00
2021-09-02,63,17.8,14.10,14.10
2021-09-03,63,17.3,26.30,26.30
2021-09-04,65,17.4,33.30,33.30
2021-09-05,65,16.9,62.20,62.20
2021-09-06,55,17.3,7.20,7.20
2021-09-07,55,17.4,2.60,2.60
2021-09-08,53,17.2,2.50,2.50
2021-09-09,63,17.1,14.00,14.00
2021-09-10,53,17.3,5.70,5.70
2021-09-11,63,17.6,15.50,15.50
2021-09-12,63,17.2,41.00,41.00
2021-09-13,63,17.3,20.30,20.30
2021-09-14,61,18.0,3.40,3.40
2021-09-15,61,17.5,5.40,5.40
2021-09-16,63,16.9,34.40,34.40
2021-09-17,53,18.1,3.30,3.30
2021-09-18,1,18.4,0.00,0.00
2021-09-19,3,18.1,0.00,0.00
2021-09-20,63,17.6,18.70,18.70
2021-09-21,65,16.8,99.40,99.40
2021-09-22,63,17.2,22.30,22.30
2021-09-23,63,17.5,21.80,21.80
2021-09-24,61,17.9,3.50,3.50
2021-09-25,63,18.5,6.30,6.30
2021-09-26,51,18.8,1.30,1.30
2021-09-27,51,18.4,0.60,0.60
2021-09-28,53,18.5,3.00,3.00
2021-09-29,55,18.5,4.00,4.00
2021-09-30,55,18.7,2.70,2.70
2021-10-01,65,18.1,25.60,25.60
2021-10-02,63,17.7,13.00,13.00
2021-10-03,65,17.2,83.60,83.60
2021-10-04,61,17.1,6.90,6.90
2021-10-05,3,18.6,0.00,0.00
