country;subnational1;subnational2;umd_tree_cover_density_2000__threshold;umd_tree_cover_extent_2000__ha;gfw_aboveground_carbon_stocks_2000__Mg_C;avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1;gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1;gfw_forest_carbon_gross_removals__Mg_CO2_yr-1;gfw_forest_carbon_net_flux__Mg_CO2e_yr-1;gfw_forest_carbon_gross_emissions_2001__Mg_CO2e;gfw_forest_carbon_gross_emissions_2002__Mg_CO2e;gfw_forest_carbon_gross_emissions_2003__Mg_CO2e;gfw_forest_carbon_gross_emissions_2004__Mg_CO2e;gfw_forest_carbon_gross_emissions_2005__Mg_CO2e;gfw_forest_carbon_gross_emissions_2006__Mg_CO2e;gfw_forest_carbon_gross_emissions_2007__Mg_CO2e;gfw_forest_carbon_gross_emissions_2008__Mg_CO2e;gfw_forest_carbon_gross_emissions_2009__Mg_CO2e;gfw_forest_carbon_gross_emissions_2010__Mg_CO2e;gfw_forest_carbon_gross_emissions_2011__Mg_CO2e;gfw_forest_carbon_gross_emissions_2012__Mg_CO2e;gfw_forest_carbon_gross_emissions_2013__Mg_CO2e;gfw_forest_carbon_gross_emissions_2014__Mg_CO2e;gfw_forest_carbon_gross_emissions_2015__Mg_CO2e;gfw_forest_carbon_gross_emissions_2016__Mg_CO2e;gfw_forest_carbon_gross_emissions_2017__Mg_CO2e;gfw_forest_carbon_gross_emissions_2018__Mg_CO2e;gfw_forest_carbon_gross_emissions_2019__Mg_CO2e;gfw_forest_carbon_gross_emissions_2020__Mg_CO2e;gfw_forest_carbon_gross_emissions_2021__Mg_CO2e;gfw_forest_carbon_gross_emissions_2022__Mg_CO2e
Indonesia;Jawa Timur;Pasuruan;50;55454;5410112;98;25672;289206;-263533;31115;29561;19739;18716;5911;12562;15979;23581;11488;4225;18893;33781;18495;58946;14139;39906;69674;34662;28781;23230;31869;19540
Indonesia;Jawa Timur;Pasuruan;75;34394;3805759;111;19607;178605;-158998;29845;27699;18695;15770;4670;9468;12729;21528;9778;3865;13873;22528;9022;43253;7669;32841;54525;21057;21512;16478;19572;14985
Indonesia;Jawa Timur;Ponorogo;0;141661;7264138;51;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Ponorogo;10;84440;7225820;86;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Ponorogo;15;78017;6943003;89;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Ponorogo;20;74439;6766023;91;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Ponorogo;25;68832;6490309;94;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Ponorogo;30;62959;6185750;98;108448;355954;-247506;120635;105428;266259;448458;71387;65945;135403;100871;158147;34719;196204;67487;11048;31143;46604;36685;87215;57506;94235;139216;68266;42986
Indonesia;Jawa Timur;Ponorogo;50;49536;5370593;108;107177;270275;-163098;120432;105053;265694;446616;71331;65469;135240;100580;157814;34585;193202;66931;10256;27291;44364;34627;83482;54816;93221;137909;66682;42296
Indonesia;Jawa Timur;Ponorogo;75;32536;4065018;125;101175;162598;-61423;118771;100309;259914;427311;68950;61976;132019;97613;155394;33707;170557;61638;6875;18462;40984;30623;76106;48664;85757;129308;61948;38976
Indonesia;Jawa Timur;Probolinggo;0;172360;10330007;60;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Probolinggo;10;107594;10238207;95;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Probolinggo;15;103820;10042401;97;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Probolinggo;20;101189;9895147;98;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Probolinggo;25;96929;9653919;100;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Probolinggo;30;92018;9372284;102;64259;394522;-330263;63196;58196;52626;103019;27239;52907;72612;95432;74320;38214;96513;174445;10448;32346;9300;55551;86527;52965;64259;70239;90919;32415
Indonesia;Jawa Timur;Probolinggo;50;75497;8288143;110;61683;318035;-256352;63065;58067;52447;102992;27215;52670;72563;95263;74237;38186;96212;173744;10123;31640;8655;50407;67960;46832;54140;67724;82650;30239
Indonesia;Jawa Timur;Probolinggo;75;54980;6673422;121;57095;219522;-162427;62572;56999;51395;102284;26528;52140;71787;93454;73584;38014;94698;169626;9108;27519;6899;38968;46300;36818;41787;58100;71390;26125
Indonesia;Jawa Timur;Sampang;0;122483;804295;7;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sampang;10;13980;776455;56;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sampang;15;12615;719970;57;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sampang;20;11907;687946;58;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sampang;25;9362;572053;61;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sampang;30;7183;469674;65;3974;55453;-51479;1342;1546;1332;3967;1600;3102;3589;1516;9184;465;6019;2056;1947;2713;5737;5518;2776;6867;14504;4139;4136;3362
Indonesia;Jawa Timur;Sampang;50;4359;312972;72;3340;39006;-35666;1291;1475;1244;3430;1477;2852;3510;1431;8702;465;5223;1993;1478;2038;4041;4882;2242;5331;11174;3224;3423;2545
Indonesia;Jawa Timur;Sampang;75;1380;115827;84;2081;22036;-19955;975;832;966;2453;1318;2204;3108;1031;6686;432;3304;1618;1046;1127;1650;2601;1364;2747;4925;1622;2252;1520
Indonesia;Jawa Timur;Sidoarjo;0;72077;724876;10;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sidoarjo;10;16489;622622;38;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sidoarjo;15;13459;526578;39;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sidoarjo;20;12247;488998;40;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sidoarjo;25;10277;419908;41;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sidoarjo;30;9345;386652;41;1133;84235;-83102;5677;799;1401;2316;1735;1831;1024;778;1176;735;1154;1141;623;1149;0;50;684;573;1487;219;233;132
Indonesia;Jawa Timur;Sidoarjo;50;5030;215154;43;993;62892;-61899;5460;684;1217;1970;1408;1533;949;662;1125;697;982;1059;415;821;0;0;484;489;1392;188;179;132
Indonesia;Jawa Timur;Sidoarjo;75;1700;79591;47;659;49191;-48533;3993;420;581;1159;789;911;570;320;794;522;512;786;283;376;0;0;295;407;1330;159;153;132
Indonesia;Jawa Timur;Situbondo;0;166167;6656683;40;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Situbondo;10;69446;6547235;94;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Situbondo;15;66995;6424355;96;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Situbondo;20;65283;6332444;97;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Situbondo;25;62527;6183962;99;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Situbondo;30;59721;6029306;101;33622;216373;-182750;123892;71464;65499;14564;19134;33504;41429;19025;34975;23643;16337;123124;4570;13107;1384;30190;18316;2751;18395;48180;9230;6983
Indonesia;Jawa Timur;Situbondo;50;50057;5426674;108;33043;179290;-146246;123721;71246;65283;14412;18980;32816;40873;18965;34932;23526;16277;120148;3377;12939;1359;29784;15632;1944;17978;47879;8345;6536
Indonesia;Jawa Timur;Situbondo;75;36156;4330275;120;31011;129386;-98375;122887;70630;64685;13794;18451;29479;35498;18695;34630;23221;16014;104689;1821;11975;1134;29245;8274;1192;16836;47546;6336;5213
Indonesia;Jawa Timur;Sumenep;0;208495;2455654;12;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sumenep;10;35311;2347048;66;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sumenep;15;33837;2278120;67;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sumenep;20;32794;2226057;68;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sumenep;25;30220;2102469;70;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Sumenep;30;28136;1999602;71;54380;329970;-275590;48539;88761;29444;156541;30659;112094;76959;78060;146735;26987;28340;135276;14654;31375;1601;36484;17175;6819;16085;76950;13646;23177
Indonesia;Jawa Timur;Sumenep;50;23865;1753282;73;52339;303658;-251319;47660;87080;28907;150054;29939;108886;75802;76719;144453;26452;27467;129389;10108;25986;1357;36012;15235;6450;15220;74942;12596;20744
Indonesia;Jawa Timur;Sumenep;75;17838;1370648;77;45550;272963;-227412;44559;79340;26681;122469;27335;93383;70376;67567;131642;24889;22384;106901;4302;16123;1015;34603;12079;5534;13546;69476;10466;17442
Indonesia;Jawa Timur;Surabaya;0;33061;105198;3;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Surabaya;10;2330;81601;35;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Surabaya;15;1534;55740;36;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Surabaya;20;1300;47865;37;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Surabaya;25;1017;38100;37;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Surabaya;30;902;33865;38;306;19951;-19646;359;373;55;165;492;210;113;689;564;32;573;472;57;39;445;190;530;146;90;1132;0;0
Indonesia;Jawa Timur;Surabaya;50;547;20690;38;276;18300;-18024;359;320;55;127;429;181;98;664;510;0;530;414;20;39;445;160;404;94;90;1132;0;0
Indonesia;Jawa Timur;Surabaya;75;142;5705;40;215;17008;-16793;241;186;15;113;397;99;82;618;259;0;202;164;20;39;426;160;383;94;90;1132;0;0
Indonesia;Jawa Timur;Trenggalek;0;124760;8543702;68;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Trenggalek;10;93217;8496184;91;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Trenggalek;15;90655;8364476;92;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Trenggalek;20;89083;8277397;93;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Trenggalek;25;87433;8187962;94;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Trenggalek;30;84874;8041180;95;117372;569074;-451702;133934;425777;167366;517827;124668;262131;95852;71054;101903;63440;141431;114722;16500;83759;27465;95677;22185;20179;18070;29090;24377;24776
Indonesia;Jawa Timur;Trenggalek;50;72983;7263943;100;116034;494927;-378894;133602;424808;166761;514543;124481;260533;95646;70919;101213;63233;139388;113469;15303;82006;24268;94392;19894;19333;16394;27787;22366;22399
Indonesia;Jawa Timur;Trenggalek;75;43977;4942304;112;106975;309894;-202919;129879;408833;160446;482612;116787;244696;91371;66950;95966;59942;118012;107915;11922;70149;15391;81918;12499;15214;11347;21613;15074;14917
Indonesia;Jawa Timur;Tuban;0;197700;1770860;9;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Tuban;10;31490;1711478;54;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Tuban;15;27289;1531665;56;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Tuban;20;25313;1438075;57;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Tuban;25;20741;1210757;58;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Tuban;30;17002;1027044;60;41420;120225;-78805;15421;10979;2228;28395;12519;24018;15877;37803;42706;2752;170624;41160;51599;73687;63681;40820;49947;54199;37624;61752;41619;31829
Indonesia;Jawa Timur;Tuban;50;10085;631928;63;30801;72157;-41356;14858;9903;1791;25656;10215;21370;12621;34269;40715;2516;143390;34640;28565;47495;40482;30201;33228;31780;24479;37650;30289;21512
Indonesia;Jawa Timur;Tuban;75;3706;240468;65;12866;30472;-17606;11904;6708;1053;16088;4814;14264;6580;16337;26647;1774;59658;20968;7674;15206;10091;9807;13304;9007;5898;7372;11572;6330
Indonesia;Jawa Timur;Tulungagung;0;115039;5185098;45;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Tulungagung;10;66589;5130176;77;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Tulungagung;15;62105;4928186;79;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Tulungagung;20;59971;4821015;80;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Tulungagung;25;57534;4701847;82;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Jawa Timur;Tulungagung;30;53957;4518192;84;112152;331665;-219513;73586;59320;25464;130059;27750;100773;210435;96485;175275;64985;131608;316500;102541;447866;111361;91201;68703;85441;34904;19995;38939;54159
Indonesia;Jawa Timur;Tulungagung;50;40443;3702295;92;108878;245885;-137007;72889;58399;25184;127050;27202;99301;209493;95526;171656;64183;130451;313649;96831;440986;106206;89344;58568;75286;29300;17817;34642;51350
Indonesia;Jawa Timur;Tulungagung;75;20637;2232610;108;97755;119744;-21989;66627;53112;23481;110833;23168;89095;201748;88852;156204;59967;118475;296222;85981;417695;88085;82875;38071;55039;18379;11436;23810;41467
Indonesia;Kalimantan Barat;Bengkayang;0;560507;58610255;105;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Bengkayang;10;536775;58568220;109;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Bengkayang;15;534659;58482899;109;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Bengkayang;20;533322;58426241;110;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Bengkayang;25;532437;58389585;110;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Bengkayang;30;530782;58320355;110;7802041;2611796;5190245;2584952;2473796;3094497;9947876;14955769;11390548;11878299;14578353;19711974;5847690;9209228;8021493;6506803;9408153;5150399;8069351;6134447;5136599;4103169;5309722;4010074;4121709
Indonesia;Kalimantan Barat;Bengkayang;50;521603;57854727;111;7774323;2553027;5221297;2582590;2470483;3093172;9939449;14949491;11386682;11872141;14565636;19692991;5843097;9198033;8005070;6475407;9350591;5121588;7982348;6059964;5079853;4068991;5261513;3967589;4068436
Indonesia;Kalimantan Barat;Bengkayang;75;487089;55530164;114;7584269;2338684;5245585;2560006;2438223;3070284;9870847;14879772;11348148;11816718;14465858;19513004;5796306;9102595;7879706;6237449;8932195;4917181;7433455;5652423;4743059;3816648;4903536;3699108;3777389
Indonesia;Kalimantan Barat;Kapuas Hulu;0;3090738;423635573;137;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kapuas Hulu;10;2991994;423551118;142;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kapuas Hulu;15;2985556;423313878;142;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kapuas Hulu;20;2982287;423183728;142;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kapuas Hulu;25;2978480;423041948;142;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kapuas Hulu;30;2973929;422855131;142;9498861;6685087;2813774;7253620;5341924;6070879;8952136;6170063;10904509;7710024;10261880;14517584;7381183;16002236;26830599;7380770;15168319;8503171;9308215;6818149;10503033;8667884;5798522;5308475;4121758
Indonesia;Kalimantan Barat;Kapuas Hulu;50;2944555;421422459;143;9427378;6525704;2901674;7242810;5322861;6061474;8933959;6153942;10884999;7692236;10227058;14444729;7348571;15934407;26711169;7311809;15019632;8410421;9181783;6690661;10279676;8535857;5724677;5248666;4040916
Indonesia;Kalimantan Barat;Kapuas Hulu;75;2839945;414696870;146;8951073;5988940;2962132;7101334;5129522;5929451;8706140;5977633;10652610;7484197;9912468;13941750;7059929;15374559;25869420;6847172;14043006;7799394;8398006;5954878;9102845;7804427;5279046;4893764;3662046
Indonesia;Kalimantan Barat;Kayong Utara;0;461807;49201939;107;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kayong Utara;10;448382;49161665;110;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kayong Utara;15;446969;49114412;110;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kayong Utara;20;445980;49080390;110;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kayong Utara;25;445409;49061243;110;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kayong Utara;30;444336;49024867;110;4798718;1534686;3264032;845291;1502588;616874;1657576;690983;3288626;4221087;8666844;13969907;7326473;5338513;14352774;6965859;5478519;14639475;5992142;1542131;788958;3283582;1877589;864343;1661671
Indonesia;Kalimantan Barat;Kayong Utara;50;438982;48829935;111;4786009;1507328;3278680;844614;1500269;616699;1654297;690161;3282684;4220322;8662338;13965476;7325903;5335502;14349149;6958440;5463860;14611525;5943708;1513234;773139;3254144;1855618;842390;1628721
Indonesia;Kalimantan Barat;Kayong Utara;75;423043;48118699;114;4723019;1433545;3289475;838259;1479168;610880;1617106;680484;3233594;4200756;8619273;13918802;7314709;5313734;14296289;6920227;5381519;14385650;5776938;1377812;711775;3132178;1788739;773837;1534700
Indonesia;Kalimantan Barat;Ketapang;0;2973486;292711736;98;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Ketapang;10;2779409;292503435;105;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Ketapang;15;2749227;291787431;106;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Ketapang;20;2733926;291405085;107;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Ketapang;25;2721038;291091991;107;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Ketapang;30;2700760;290589667;108;26726159;11755681;14970478;8217899;10020009;4002266;12790136;9538976;19848664;23977431;20755697;43919895;23597437;38587217;51574535;35773088;49932882;60941500;49135215;22091478;17730184;26641211;20324238;14146502;24429032
Indonesia;Kalimantan Barat;Ketapang;50;2588914;287305902;111;26402092;11057338;15344754;8210065;9994082;3996561;12758949;9517549;19805777;23956501;20713934;43808788;23534097;38463122;51368230;35482572;48973011;60087255;48435226;21507477;16905829;25638664;19931441;13807867;23949026
Indonesia;Kalimantan Barat;Ketapang;75;2305595;275794739;120;24971955;9389125;15582830;8122405;9776104;3955108;12492852;9374837;19435879;23690156;20424827;43051527;23118913;37763301;50223562;33953728;43863031;54775287;44808202;19232396;14762395;22852370;18546362;12734213;22425549
Indonesia;Kalimantan Barat;Kota Pontianak;0;10840;236166;22;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kota Pontianak;10;4901;226014;46;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kota Pontianak;15;4558;214806;47;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kota Pontianak;20;4401;209543;48;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kota Pontianak;25;4298;206267;48;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kota Pontianak;30;4050;197881;49;29948;26575;3372;18016;77022;7950;16280;7862;38592;12464;22741;70666;16927;35886;34111;18785;43000;11365;59836;32577;18522;24299;12214;50724;29009
Indonesia;Kalimantan Barat;Kota Pontianak;50;3171;166511;53;28459;21514;6944;17763;75998;7770;15514;7497;37902;12159;22444;69875;16707;34864;33495;18245;40089;10759;54923;29268;15657;20582;11579;48114;24884
Indonesia;Kalimantan Barat;Kota Pontianak;75;1757;106831;61;22616;13663;8953;14876;65130;6764;13832;6763;34313;10977;20643;65468;15724;31627;30771;16018;25622;7467;38382;18295;7817;13644;8160;30224;15035
Indonesia;Kalimantan Barat;Kubu Raya;0;859329;74181586;86;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kubu Raya;10;814538;74072967;91;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kubu Raya;15;810162;73925597;91;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kubu Raya;20;807600;73837236;91;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kubu Raya;25;805866;73778290;92;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Kubu Raya;30;802523;73663536;92;13701291;6295137;7406153;2698075;5780337;2158123;6305475;5303516;6553933;7610458;9201786;23920604;18503743;47331500;29739209;34230538;28865699;29160306;15465269;9277263;6462007;4615715;2235195;2921513;3088128
Indonesia;Kalimantan Barat;Kubu Raya;50;781962;72896675;93;13652597;6136885;7515711;2694243;5767733;2156298;6293757;5294495;6547283;7605338;9194008;23911781;18499351;47316335;29721940;34176366;28758567;29080981;15263532;9127115;6357074;4539073;2185879;2849384;3016592
Indonesia;Kalimantan Barat;Kubu Raya;75;721049;70230521;97;13386862;5662071;7724791;2647123;5660598;2140919;6177607;5191902;6462131;7536393;9124529;23790363;18455366;47184164;29557179;33867130;28068697;28484018;14342367;8509892;5823478;4205236;2011063;2540937;2729863
Indonesia;Kalimantan Barat;Landak;0;825277;86459899;105;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Landak;10;795147;86387976;109;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Landak;15;791895;86253761;109;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Landak;20;790004;86171746;109;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Landak;25;788533;86107570;109;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Landak;30;785710;85984925;109;10362758;3997966;6364792;3306569;6907930;2021400;5690003;7289548;4345242;7889950;14153031;17792544;8640480;22661390;17367712;11922000;16634875;14510222;18406575;12015284;7278554;7635085;6547132;6394742;8570400
Indonesia;Kalimantan Barat;Landak;50;770455;85194545;111;10320888;3912066;6408821;3303527;6902346;2020113;5684412;7282455;4339025;7878957;14137961;17767791;8629134;22639493;17337957;11871065;16541639;14450305;18248005;11910553;7219183;7575848;6501947;6333409;8484405
Indonesia;Kalimantan Barat;Landak;75;697449;80110273;115;9897183;3508035;6389148;3243208;6774496;1994123;5570852;7119333;4270543;7737991;13880840;17406322;8478271;22311774;17021232;11320402;15637776;13841032;16837861;11016093;6697943;6965974;6038052;5809381;7764530
Indonesia;Kalimantan Barat;Melawi;0;998838;118398322;119;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Melawi;10;948913;118317071;125;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Melawi;15;942165;118046828;125;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Melawi;20;937694;117866852;126;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Melawi;25;934023;117721596;126;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Melawi;30;926567;117412368;127;5236533;3820495;1416038;3790968;4898743;2563715;3847161;3084513;2737051;1355545;2917855;5016020;2407568;5922508;9803338;5954022;10426224;8591504;10719292;6161096;7007916;3976228;5976783;2889115;5156565
Indonesia;Kalimantan Barat;Melawi;50;889210;115581448;130;5121086;3585549;1535537;3785938;4890300;2559442;3838627;3076727;2725475;1348305;2899118;4996234;2393824;5842101;9700399;5817634;10170942;8301389;10342367;5928976;6743777;3834779;5730510;2792835;4944200
Indonesia;Kalimantan Barat;Melawi;75;771617;107703751;140;4563622;2860684;1702938;3721989;4761258;2492168;3689515;2948275;2590579;1270131;2704057;4782750;2269728;5434237;9071582;5031053;8885298;7099085;8708521;4921244;5576462;3225833;4741170;2354391;4120367
Indonesia;Kalimantan Barat;Pontianak;0;200385;17664750;88;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Pontianak;10;187479;17638515;94;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Pontianak;15;186213;17597649;95;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Pontianak;20;185421;17572174;95;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Pontianak;25;184891;17555483;95;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Pontianak;30;183832;17520564;95;2777362;1254239;1523123;676164;979117;307957;699100;756098;600992;1496959;1279504;4313696;3301217;6967696;8183422;4912653;12276580;3926856;2308703;1879334;1709660;1056980;926859;1123882;1418544
Indonesia;Kalimantan Barat;Pontianak;50;178198;17321348;97;2764216;1191489;1572727;674973;977191;307860;697569;753486;599479;1492416;1277500;4309723;3299974;6964630;8178013;4900533;12238273;3909828;2255183;1848589;1687440;1036954;914528;1096775;1391835
Indonesia;Kalimantan Barat;Pontianak;75;163970;16667738;102;2703658;1032961;1670697;663191;949509;305166;685726;736412;584954;1446403;1251293;4267961;3287096;6929397;8133695;4827048;12039941;3844600;2059664;1746422;1583506;968429;866848;1011344;1291872
Indonesia;Kalimantan Barat;Sambas;0;579907;45612151;79;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Sambas;10;480999;45501395;95;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Sambas;15;476496;45357300;95;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Sambas;20;473760;45268747;96;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Sambas;25;472175;45218151;96;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Sambas;30;468538;45100535;96;6941952;2463486;4478466;2400376;2457476;727435;3254812;6469909;8526680;8505589;9256103;24019617;9605223;8992673;12125735;7128297;19718948;7324791;5522950;3602140;3148425;1963545;2075564;2011331;3885331
Indonesia;Kalimantan Barat;Sambas;50;453606;44538810;98;6913364;2352752;4560613;2394567;2450579;726445;3242390;6463274;8521831;8500213;9247128;23984926;9596153;8985358;12107159;7105991;19624287;7292126;5442504;3551771;3100725;1937804;2038222;1967724;3812840
Indonesia;Kalimantan Barat;Sambas;75;411024;42549675;104;6774376;2056119;4718257;2356941;2392895;716851;3165766;6410726;8480968;8456873;9181221;23751263;9525622;8922052;11966160;6969962;19163484;7116693;5092107;3325680;2924490;1834741;1912442;1811138;3558188
Indonesia;Kalimantan Barat;Sanggau;0;1273620;114861427;90;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Sanggau;10;1175473;114682518;98;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kalimantan Barat;Sanggau;15;1168921;114406814;98;;;;;;;;;;;;;;;;;;;;;;;;;
