country;subnational1;subnational2;umd_tree_cover_density_2000__threshold;umd_tree_cover_extent_2000__ha;gfw_aboveground_carbon_stocks_2000__Mg_C;avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1;gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1;gfw_forest_carbon_gross_removals__Mg_CO2_yr-1;gfw_forest_carbon_net_flux__Mg_CO2e_yr-1;gfw_forest_carbon_gross_emissions_2001__Mg_CO2e;gfw_forest_carbon_gross_emissions_2002__Mg_CO2e;gfw_forest_carbon_gross_emissions_2003__Mg_CO2e;gfw_forest_carbon_gross_emissions_2004__Mg_CO2e;gfw_forest_carbon_gross_emissions_2005__Mg_CO2e;gfw_forest_carbon_gross_emissions_2006__Mg_CO2e;gfw_forest_carbon_gross_emissions_2007__Mg_CO2e;gfw_forest_carbon_gross_emissions_2008__Mg_CO2e;gfw_forest_carbon_gross_emissions_2009__Mg_CO2e;gfw_forest_carbon_gross_emissions_2010__Mg_CO2e;gfw_forest_carbon_gross_emissions_2011__Mg_CO2e;gfw_forest_carbon_gross_emissions_2012__Mg_CO2e;gfw_forest_carbon_gross_emissions_2013__Mg_CO2e;gfw_forest_carbon_gross_emissions_2014__Mg_CO2e;gfw_forest_carbon_gross_emissions_2015__Mg_CO2e;gfw_forest_carbon_gross_emissions_2016__Mg_CO2e;gfw_forest_carbon_gross_emissions_2017__Mg_CO2e;gfw_forest_carbon_gross_emissions_2018__Mg_CO2e;gfw_forest_carbon_gross_emissions_2019__Mg_CO2e;gfw_forest_carbon_gross_emissions_2020__Mg_CO2e;gfw_forest_carbon_gross_emissions_2021__Mg_CO2e;gfw_forest_carbon_gross_emissions_2022__Mg_CO2e
Indonesia;Kepulauan Riau;Bintan;30;88351;6006278;68;549172;549723;-552;50779;293411;157136;186825;793439;327868;257094;301438;287435;330131;475661;720559;528748;1883560;551837;727595;1028084;691879;1005062;707734;483079;292424
Indonesia;Kepulauan Riau;Bintan;50;80695;5661298;70;523812;508025;15787;49770;287873;154056;183464;781343;323189;252890;297369;282795;323829;467515;704622;512158;1799005;518239;685023;968267;627449;926125;646677;457015;275183
Indonesia;Kepulauan Riau;Bintan;75;60322;4558280;76;426013;404132;21882;43926;254785;137943;160365;699215;293712;227221;274415;257474;286296;416163;621159;424203;1452091;384923;534188;750935;436962;673523;461971;364464;216360
Indonesia;Kepulauan Riau;Karimun;0;92153;6390334;69;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Karimun;10;77008;6359370;83;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Karimun;15;76247;6331618;83;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Karimun;20;75786;6314015;83;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Karimun;25;75418;6300073;84;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Karimun;30;74804;6276377;84;456125;530111;-73986;65938;307595;105025;79113;484162;240987;281447;353820;329577;650052;340224;481629;189800;1769947;492277;786516;475935;575768;579787;702075;504303;238773
Indonesia;Kepulauan Riau;Karimun;50;71427;6120581;86;448527;512819;-64293;64748;304096;104053;78070;479094;237742;278914;351532;328134;646573;337766;477998;187155;1745957;479038;770239;466905;559934;564910;678565;492526;233634
Indonesia;Kepulauan Riau;Karimun;75;58346;5374255;92;399885;449337;-49451;58547;278399;94712;69383;425492;212922;256532;337350;309544;605662;316498;449072;162872;1592337;406423;684698;412856;467796;478075;557698;417899;202705
Indonesia;Kepulauan Riau;Kepulauan Anambas;0;63735;7475592;117;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Kepulauan Anambas;10;59876;7469282;125;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Kepulauan Anambas;15;59705;7462448;125;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Kepulauan Anambas;20;59618;7458572;125;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Kepulauan Anambas;25;59540;7455178;125;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Kepulauan Anambas;30;59432;7450296;125;108749;171039;-62289;13184;40085;126520;100032;202992;93658;61843;96486;86863;208171;45141;117563;48434;211824;193146;192635;165005;119222;82431;79753;52288;55211
Indonesia;Kepulauan Riau;Kepulauan Anambas;50;58778;7415959;126;108124;167239;-59115;13154;40044;126314;99895;202593;93559;61484;96377;86779;207945;45073;117149;48390;209958;190958;191009;163383;117596;80765;79216;52034;55047
Indonesia;Kepulauan Riau;Kepulauan Anambas;75;56212;7236639;129;104502;152367;-47865;12600;39188;124622;96808;199287;92010;59314;94907;85436;204255;44343;114386;47278;199499;181099;181291;155909;111713;74143;76797;50266;53902
Indonesia;Kepulauan Riau;Lingga;0;220761;23344070;106;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Lingga;10;207149;23318734;113;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Lingga;15;206461;23295069;113;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Lingga;20;206121;23282612;113;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Lingga;25;205856;23273102;113;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Lingga;30;205441;23257675;113;989010;811943;177067;221217;400538;312152;410874;584217;1050060;490299;996740;1058983;671863;1855161;2102194;1314126;2384854;668282;1988096;1017260;908368;1111430;1154214;525390;531898
Indonesia;Kepulauan Riau;Lingga;50;203052;23154778;114;984342;798994;185348;220355;399715;311550;410015;583265;1049004;489697;995735;1058052;670867;1853894;2099556;1310005;2373450;662351;1976178;1011291;897241;1094690;1142782;518162;527669
Indonesia;Kepulauan Riau;Lingga;75;192007;22551171;117;951976;743588;208388;216089;387508;305279;398142;571589;1038163;481080;982165;1043393;662372;1833068;2075009;1278157;2291387;631075;1889050;969619;839755;1004378;1080707;469525;495957
Indonesia;Kepulauan Riau;Natuna;0;198786;15430526;78;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Natuna;10;184736;15417004;83;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Natuna;15;183460;15382299;84;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Natuna;20;182847;15363989;84;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Natuna;25;182235;15346176;84;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Natuna;30;180978;15305597;85;779252;657830;121421;244523;541829;9288;1160582;487006;981698;14021;2817102;601658;90941;688970;678756;9571;976633;211896;2609054;712483;527297;1317087;1688770;558733;215648
Indonesia;Kepulauan Riau;Natuna;50;175779;15123668;86;772518;627175;145343;243927;539376;9288;1158512;485325;980286;13999;2813255;600895;90323;687459;676798;9223;972245;203335;2563938;704927;520899;1298478;1658289;552445;212163
Indonesia;Kepulauan Riau;Natuna;75;159680;14384681;90;730082;534303;195779;237947;524757;9235;1138639;465562;965537;13801;2767918;587905;87351;670832;662024;8653;940727;177884;2260075;664562;484595;1203625;1472990;522185;194992
Indonesia;Kepulauan Riau;Tanjungpinang;0;14878;472185;32;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Tanjungpinang;10;8311;464788;56;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Tanjungpinang;15;8016;454348;57;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Tanjungpinang;20;7891;449739;57;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Tanjungpinang;25;7776;445554;57;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Kepulauan Riau;Tanjungpinang;30;7590;438536;58;47356;52159;-4803;18957;31882;18378;30622;53848;33311;43128;162586;47480;97076;70124;99579;18519;59104;17701;35336;64085;25661;41371;27749;26088;19240
Indonesia;Kepulauan Riau;Tanjungpinang;50;6726;400006;59;45150;47669;-2520;18872;31294;17628;29416;52187;32382;41767;158456;46433;94100;66876;96863;17744;54724;15010;33199;58532;22673;37491;26000;23770;17873
Indonesia;Kepulauan Riau;Tanjungpinang;75;4623;292028;63;36611;37502;-891;18125;28591;14542;24872;43571;28888;35131;137511;41481;83618;54787;81022;11577;38367;9355;25407;38492;13883;23499;20117;18679;13933
Indonesia;Lampung;Bandar Lampung;0;17529;558904;32;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Bandar Lampung;10;6521;551748;85;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Bandar Lampung;15;6254;539730;86;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Bandar Lampung;20;6125;533398;87;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Bandar Lampung;25;5983;526589;88;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Bandar Lampung;30;5732;514164;90;10829;36451;-25622;19821;6637;1395;5761;10788;5092;27681;3173;14012;39595;3098;36397;2446;3710;4681;7870;13079;8995;4187;6427;4913;8474
Indonesia;Lampung;Bandar Lampung;50;4948;466617;94;10189;31741;-21552;19426;6386;1320;5309;9969;4812;26308;3090;13062;38235;2939;34277;2167;3628;4285;7115;11970;7887;3857;5888;4414;7818
Indonesia;Lampung;Bandar Lampung;75;3112;323756;104;7679;20588;-12908;18002;5354;892;3973;7718;2536;21521;2309;8842;31123;2357;27041;1810;3028;3224;4702;7152;3653;2234;3628;2491;5352
Indonesia;Lampung;Lampung Barat;0;509946;57870430;113;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Barat;10;482878;57812906;120;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Barat;15;480190;57683954;120;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Barat;20;478266;57588629;120;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Barat;25;476674;57509190;121;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Barat;30;473704;57355403;121;1288628;1957068;-668439;1074946;1374961;672467;1711086;896368;1764457;771493;1653429;1631419;864503;1328870;1952296;532165;1442603;2171889;1197407;1822590;1153137;2318174;774442;643017;598107
Indonesia;Lampung;Lampung Barat;50;459638;56599986;123;1277129;1878757;-601628;1073525;1373210;672104;1708619;895973;1762119;769757;1651717;1629137;863540;1324129;1948501;527383;1427850;2137604;1186196;1792104;1131005;2242630;758497;635254;585978
Indonesia;Lampung;Lampung Barat;75;412059;53455234;130;1217839;1606176;-388337;1063991;1354445;667049;1689039;888334;1734889;757039;1635403;1606681;852026;1291477;1914127;491769;1330528;1944894;1123147;1649795;1033549;1956137;688051;591506;528579
Indonesia;Lampung;Lampung Selatan;0;216688;8735660;40;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Selatan;10;103656;8646754;83;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Selatan;15;99810;8483809;85;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Selatan;20;97277;8365422;86;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Selatan;25;95484;8284951;87;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Selatan;30;92643;8148719;88;462590;704012;-241423;253722;506812;51180;394563;306076;415758;762148;111158;847395;1272514;510805;1718582;107054;318513;233250;217477;488904;259045;383742;295763;172759;549752
Indonesia;Lampung;Lampung Selatan;50;81614;7511668;92;448133;622005;-173872;251472;501698;50193;389994;298627;406549;751202;109293;838811;1257351;507378;1694470;100983;305671;218337;200195;446845;231142;347941;270061;156189;524519
Indonesia;Lampung;Lampung Selatan;75;56005;5635621;101;380891;418435;-37544;239460;474341;46870;356348;249087;347094;676322;99599;761865;1150959;472079;1533524;73134;211269;146647;128677;295496;142576;241692;186191;103028;443343
Indonesia;Lampung;Lampung Tengah;0;460943;8688490;19;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Tengah;10;118709;8517072;72;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Tengah;15;112609;8289470;74;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Tengah;20;108990;8145371;75;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Tengah;25;105511;8008850;76;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Tengah;30;100516;7800962;78;419725;726009;-306284;693152;360756;325206;131099;248467;201625;643363;118348;419251;209926;340267;792261;731125;700488;1688237;303436;194151;188785;259766;244351;275609;164275
Indonesia;Lampung;Lampung Tengah;50;83307;7001647;84;401550;607570;-206019;688252;354517;324415;124995;240345;195598;634517;115152;399516;201249;330977;760315;727123;686751;1647279;270437;161646;158658;213650;206624;245867;146229
Indonesia;Lampung;Lampung Tengah;75;54118;5332336;99;337177;408693;-71516;669189;334200;317727;100555;199833;168060;587489;96181;314857;163302;287178;612977;670110;556799;1476193;188185;97212;90213;106886;100143;174199;106411
Indonesia;Lampung;Lampung Timur;0;391435;13952324;36;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Timur;10;193598;13824652;71;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Timur;15;184864;13505145;73;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Timur;20;180599;13334800;74;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Timur;25;176822;13186386;75;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Timur;30;171538;12967112;76;314385;1239554;-925169;70806;143142;164649;226225;248094;117314;352233;65654;319065;337813;120590;916250;45412;119655;301968;1794523;501892;119952;179207;480217;82950;208863
Indonesia;Lampung;Lampung Timur;50;144432;11642820;81;299704;1051242;-751538;69668;138214;163461;221850;243088;113337;345822;63740;310761;328637;118194;900557;42008;105935;279816;1743170;446995;99762;147739;448371;73319;189043
Indonesia;Lampung;Lampung Timur;75;94782;8612861;91;242435;687261;-444826;63777;113036;153648;187473;218280;85681;302114;54123;252413;267808;101406;790533;29687;67163;225067;1431384;312812;51532;86112;351175;53371;134969
Indonesia;Lampung;Lampung Utara;0;255352;13783579;54;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Utara;10;157541;13703872;87;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Utara;15;154188;13565456;88;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Utara;20;151709;13458520;89;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Utara;25;149488;13364621;89;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Lampung Utara;30;145842;13204548;91;618749;1130445;-511696;665260;353493;342232;210721;339581;466334;429442;484000;829968;287409;960479;1028089;213363;458294;804865;1431857;697591;841692;907176;649161;792617;418856
Indonesia;Lampung;Lampung Utara;50;133553;12519863;94;596785;1026607;-429823;662470;350598;341441;209192;336227;462520;426924;481211;824302;285826;952399;1021961;206187;438769;766845;1325420;654509;784897;844937;609546;741650;401431
Indonesia;Lampung;Lampung Utara;75;105353;10532175;100;514263;790958;-276695;641748;332902;334338;200119;315248;438840;406407;455908;768904;268778;867296;978038;172430;370876;599758;932178;523294;627825;656744;491630;595018;335505
Indonesia;Lampung;Mesuji;0;217528;3744290;17;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Mesuji;10;99883;3688193;37;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Mesuji;15;94050;3549407;38;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Mesuji;20;91043;3472635;38;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Mesuji;25;88872;3423148;39;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Mesuji;30;85020;3327143;39;533124;738598;-205474;124807;464889;181268;103268;343358;554672;1044150;353337;758507;552523;267806;3242133;185880;509252;436922;333646;179607;401818;290050;227066;495049;678722
Indonesia;Lampung;Mesuji;50;67838;2879029;42;494719;606729;-112010;121177;452024;178300;95005;332983;522184;1022534;339294;715412;531657;250701;3111226;160867;436360;340153;292450;151197;342143;234095;184816;440091;629152
Indonesia;Lampung;Mesuji;75;36019;1841429;51;365498;386959;-21460;98232;373900;146363;61285;268823;377045;881237;273993;512654;425735;181672;2566770;95655;244953;105700;170228;80189;200333;106326;83308;331270;455290
Indonesia;Lampung;Metro;0;7777;57500;7;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Metro;10;924;53922;58;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Metro;15;783;47910;61;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Metro;20;727;45370;62;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Metro;25;652;42052;65;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Metro;30;538;37041;69;667;3579;-2912;423;2000;154;519;392;492;1756;33;65;673;199;2980;44;390;529;782;995;825;298;927;142;66
Indonesia;Lampung;Metro;50;315;23990;76;584;2305;-1721;423;1928;154;519;392;449;1718;33;65;589;158;2794;44;271;448;528;688;662;225;592;142;36
Indonesia;Lampung;Metro;75;94;8346;88;372;1066;-694;321;1526;154;246;204;201;1076;33;34;473;38;2120;44;22;294;154;518;285;145;124;142;36
Indonesia;Lampung;Pesawaran;0;135918;9315508;69;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Pesawaran;10;102390;9281133;91;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Pesawaran;15;100941;9215896;91;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Pesawaran;20;99983;9169730;92;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Pesawaran;25;99090;9127896;92;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Pesawaran;30;97456;9046083;93;254383;780646;-526263;338037;218079;42856;351352;318074;276895;564168;97326;345363;691695;261270;265444;107161;275846;110187;159345;303239;208544;196569;210591;123642;130746
Indonesia;Lampung;Pesawaran;50;92670;8771038;95;249741;742275;-492534;336686;216810;42360;348671;316203;274352;560316;96556;343239;686034;257004;261684;104721;270033;106723;153971;292210;195936;187128;202682;116066;124924
Indonesia;Lampung;Pesawaran;75;71837;7216320;100;220461;573396;-352936;325672;205517;39461;319560;293775;246662;524633;87831;316349;646326;235664;235130;85186;222614;84002;126243;228380;142852;140266;155629;91346;97034
Indonesia;Lampung;Pringsewu;0;60370;3180149;53;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Pringsewu;10;37526;3162399;84;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Pringsewu;15;36558;3118698;85;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Pringsewu;20;35983;3091325;86;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Pringsewu;25;35302;3059905;87;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Pringsewu;30;34274;3010623;88;146555;267501;-120946;187223;86808;150325;175444;74446;177448;245871;122561;102860;185387;214261;227905;44694;59147;44458;98658;166152;143844;222047;132357;229051;133259
Indonesia;Lampung;Pringsewu;50;31198;2833014;91;143585;244245;-100660;186751;85122;149580;173854;73850;175758;244311;122177;101757;183545;212497;225927;43500;57634;42916;94555;159598;138205;213923;124789;220050;128570
Indonesia;Lampung;Pringsewu;75;23041;2237188;97;124679;179850;-55172;180203;76765;141365;159223;68115;159588;224118;116797;92350;167482;197999;209893;33603;46624;33813;74191;123330;106738;168980;92310;169298;100148
Indonesia;Lampung;Tanggamus;0;277522;25022680;90;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tanggamus;10;254934;24979733;98;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tanggamus;15;252987;24884305;98;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tanggamus;20;251705;24818802;99;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tanggamus;25;250701;24767804;99;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tanggamus;30;248713;24661682;99;637554;1512133;-874579;849587;743286;196057;682219;315010;761261;514981;684957;966576;685559;840174;647129;229964;605862;446664;928933;1222680;871004;758780;422039;391388;262084
Indonesia;Lampung;Tanggamus;50;240270;24186860;101;633268;1459584;-826316;848728;741858;195586;681242;314079;758907;514065;683343;965320;684213;837535;644904;226710;600054;440443;920793;1208905;861353;745548;415526;385152;257631
Indonesia;Lampung;Tanggamus;75;205282;21702997;106;597317;1236146;-638828;839206;726685;188932;661959;304087;733395;495411;665230;937847;664903;812409;629962;204710;550896;397639;855207;1102380;780531;642420;368020;349587;229563
Indonesia;Lampung;Tulang Bawang Barat;0;130593;2296262;18;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tulang Bawang Barat;10;42196;2246439;53;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tulang Bawang Barat;15;39003;2135709;55;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tulang Bawang Barat;20;37182;2068393;56;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tulang Bawang Barat;25;35715;2016158;56;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tulang Bawang Barat;30;33054;1917940;58;213575;350756;-137181;312915;130815;63558;117321;225050;227341;196816;283647;539356;215423;457718;368447;36688;170417;182344;367276;102045;159895;184261;94681;152477;110163
Indonesia;Lampung;Tulang Bawang Barat;50;24804;1563853;63;192927;276464;-83537;304467;126234;60263;110953;213232;218789;184463;271341;512403;203649;426908;350897;31453;152870;143287;286183;82762;123773;136715;71633;135751;96376
Indonesia;Lampung;Tulang Bawang Barat;75;14138;997388;71;140010;183708;-43697;256779;102663;48098;81885;165311;172180;138148;213533;394309;151112;313135;276419;20194;108428;79832;159220;52180;67405;66485;40012;101227;71676
Indonesia;Lampung;Tulangbawang;0;309277;4092360;13;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tulangbawang;10;113371;3950646;35;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tulangbawang;15;103602;3694628;36;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tulangbawang;20;99615;3582058;36;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tulangbawang;25;96356;3498143;36;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Tulangbawang;30;91786;3374213;37;458415;778417;-320002;111190;151786;156482;125262;500004;510187;274275;206953;864632;498558;155003;1740758;103569;458597;921612;1297645;477151;456510;352702;339034;240185;143030
Indonesia;Lampung;Tulangbawang;50;69103;2741277;40;418727;615182;-196455;104008;141832;154737;115832;488297;501158;264391;197282;826231;479854;145032;1657618;95591;387413;763154;1227563;412142;379837;257746;282156;204360;125764
Indonesia;Lampung;Tulangbawang;75;31497;1496701;48;296481;358499;-62018;77333;103990;137988;82946;386494;426319;213554;152509;642929;383676;102094;1222268;67577;243906;331549;998349;248157;186996;113648;158534;143872;97884
Indonesia;Lampung;Way Kanan;0;357877;17913671;50;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Way Kanan;10;225763;17841859;79;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Way Kanan;15;217490;17505527;80;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Way Kanan;20;213325;17329359;81;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Way Kanan;25;209064;17150070;82;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Lampung;Way Kanan;30;202341;16860958;83;1508539;1777608;-269069;769871;570685;551939;1310059;851963;1829279;1941312;4658137;3910873;1215394;3080222;2708246;470635;1204618;709080;1391828;851232;1052092;1165028;991788;1065059;888513
Indonesia;Lampung;Way Kanan;50;178783;15596378;87;1459729;1601932;-142203;751670;561307;543349;1278565;824552;1796704;1902283;4591548;3828605;1190308;2997072;2659336;455306;1174129;668739;1308236;793471;974761;1065221;920054;996216;832604
Indonesia;Lampung;Way Kanan;75;133514;12562057;94;1276745;1250921;25824;681417;508042;504063;1119792;703686;1608907;1678611;4179155;3400208;1045823;2661574;2432059;406617;1068463;556394;1070998;647704;788969;817891;732464;803798;671751
Indonesia;Maluku;Ambon;0;30365;3431858;113;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Ambon;10;26927;3424307;127;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Ambon;15;26704;3411845;128;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Ambon;20;26572;3404021;128;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Ambon;25;26469;3397889;128;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Ambon;30;26267;3385573;129;45612;109855;-64244;22127;40998;25665;20403;54378;68330;16249;11910;69849;40237;29844;56888;19279;37883;37346;141251;42361;46419;37151;114257;45495;25134
Indonesia;Maluku;Ambon;50;25459;3329565;131;44645;105030;-60385;21989;40599;25392;20297;54079;67767;16133;11822;69764;39982;29579;56276;18734;36409;36166;137244;40841;44998;35852;109093;44648;24532
Indonesia;Maluku;Ambon;75;22281;3054359;137;38345;86538;-48193;20117;37743;23503;18769;51311;62868;14755;10954;65418;36846;27652;50882;15154;29786;28583;109965;35239;37711;28869;75492;41206;20757
Indonesia;Maluku;Buru;0;445923;48526717;109;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Buru;10;378043;48431800;128;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Buru;15;371921;48115594;129;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Buru;20;369396;47976034;130;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Buru;25;367105;47848888;130;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Buru;30;362607;47589536;131;588580;1121179;-532599;280433;947142;410624;646121;250392;712661;244330;175608;630873;248869;262726;453779;185367;644079;1403431;2465836;745550;750732;579631;289294;253262;368022
Indonesia;Maluku;Buru;50;345108;46455759;135;580847;1017615;-436768;279813;942526;409146;645110;250220;709466;244075;175156;629010;248693;261487;450564;177598;617009;1379956;2446478;741107;741849;540901;279644;247652;361168
Indonesia;Maluku;Buru;75;309944;43477862;140;553101;813270;-260169;271581;887241;397954;633653;248609;680488;240899;171196;605945;245199;256086;434228;157768;561721;1269247;2356568;728163;722326;449280;264593;238371;347116
Indonesia;Maluku;Buru Selatan;0;427206;52503630;123;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Buru Selatan;10;382409;52460664;137;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Maluku;Buru Selatan;15;379379;52277202;138;;;;;;;;;;;;;;;;;;;;;;;;;
